Wavenumber (cm-1),Int deg-28 (arb),Int deg-26 (arb),Int deg-24 (arb),Int deg-22 (arb),Int deg-20 (arb),Int deg-18 (arb),Int deg-16 (arb),Int deg-14 (arb),Int deg-12 (arb),Int deg-10 (arb),Int deg-8 (arb),Int deg-6 (arb),Int deg-4 (arb),Int deg-2 (arb),Int deg0 (arb),Int deg2 (arb),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb),Int deg18 (arb),Int deg20 (arb),Int deg22 (arb),Int deg24 (arb),Int deg26 (arb),Int deg28 (arb)
504.7762,0.0720299,0.204292,-1.17549e-38,-1.17549e-38,0.0219602,0.0673728,-1.17549e-38,0.0868847,0.0135174,-1.17549e-38,-1.17549e-38,0.140682,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.04018,0.0383098,0.0372952,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.192582,0.0206922,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.175649
505.2583,0.0554756,0.167526,0.0104059,-1.17549e-38,0.00982525,0.0986928,-1.17549e-38,0.120047,0.025283,-1.17549e-38,-1.17549e-38,0.132917,0.00259999,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0258492,0.052952,0.0247113,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.167185,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.190706
505.7404,0.0250579,0.104712,0.0287086,-1.17549e-38,-1.17549e-38,0.113404,-1.17549e-38,0.130804,0.0466988,-1.17549e-38,-1.17549e-38,0.0905353,0.0160621,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0164816,0.0600309,0.00272927,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.143497,-1.17549e-38,-1.17549e-38,0.0200975,-1.17549e-38,0.158261
506.2226,-1.17549e-38,0.0291827,0.0429719,-1.17549e-38,-1.17549e-38,0.104429,-1.17549e-38,0.126509,0.0644427,-1.17549e-38,-1.17549e-38,0.029461,0.0270474,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0116174,0.0590831,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.121974,-1.17549e-38,-1.17549e-38,0.0494427,0.0282259,0.0937087
506.7047,-1.17549e-38,-1.17549e-38,0.0591166,-1.17549e-38,-1.17549e-38,0.0755231,-1.17549e-38,0.113482,0.0685151,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0316144,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.012333,0.053019,-1.17549e-38,0.0585297,-1.17549e-38,-1.17549e-38,0.0980064,-1.17549e-38,0.0307238,0.063456,0.0883677,0.0221237
507.1868,-1.17549e-38,-1.17549e-38,0.0795831,-1.17549e-38,-1.17549e-38,0.0407752,0.08669,0.0921683,0.0590848,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0269272,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0187528,0.0468936,-1.17549e-38,0.0955846,-1.17549e-38,-1.17549e-38,0.0655515,0.0224824,0.104054,0.0545226,0.136252,-1.17549e-38
507.6689,-1.17549e-38,-1.17549e-38,0.102618,-1.17549e-38,-1.17549e-38,0.0168064,0.15017,0.060519,0.0450013,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0147634,0.0113018,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0276799,0.0459973,-1.17549e-38,0.105394,-1.17549e-38,0.0133542,0.0230734,0.055744,0.172414,0.0242098,0.156146,-1.17549e-38
508.151,0.00592634,-1.17549e-38,0.1246,-1.17549e-38,-1.17549e-38,0.0136959,0.169067,0.022032,0.035254,-1.17549e-38,-1.17549e-38,0.0204021,0.00295024,0.0416701,-1.17549e-38,0.00238779,-1.17549e-38,0.0331681,0.0536384,-1.17549e-38,0.0936512,-1.17549e-38,0.0222396,-1.17549e-38,0.0552144,0.20716,-1.17549e-38,0.141237,-1.17549e-38
508.6331,0.0308317,-1.17549e-38,0.142037,-1.17549e-38,-1.17549e-38,0.0314354,0.146858,-1.17549e-38,0.0315924,-1.17549e-38,-1.17549e-38,0.0723535,0.00225465,0.0630761,0.00913696,0.00310807,-1.17549e-38,0.0297702,0.0694526,-1.17549e-38,0.0709028,-1.17549e-38,0.0298334,-1.17549e-38,0.020259,0.192653,-1.17549e-38,0.0942496,-1.17549e-38
509.1153,0.0431873,-1.17549e-38,0.151202,-1.17549e-38,-1.17549e-38,0.0624408,0.0989423,-1.17549e-38,0.0283621,-1.17549e-38,-1.17549e-38,0.106787,0.0200268,0.0742036,0.052156,-1.17549e-38,-1.17549e-38,0.0157658,0.0891006,-1.17549e-38,0.0464434,-1.17549e-38,0.0489337,-1.17549e-38,-1.17549e-38,0.132264,-1.17549e-38,0.02589,-1.17549e-38
509.5974,0.038534,-1.17549e-38,0.146839,-1.17549e-38,0.00424463,0.0959992,0.0449616,0.00274764,0.0185566,0.0214993,0.00896992,0.110644,0.05432,0.0768606,0.0880231,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.105875,-1.17549e-38,0.0249411,-1.17549e-38,0.0793307,-1.17549e-38,-1.17549e-38,0.0451309,-1.17549e-38,-1.17549e-38,-1.17549e-38
510.0795,0.0193797,-1.17549e-38,0.122881,-1.17549e-38,0.0101109,0.121422,0.000997966,0.0557507,0.000830453,0.0398642,0.0276616,0.083473,0.0924014,0.073389,0.108501,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.114052,-1.17549e-38,0.0066758,-1.17549e-38,0.109241,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
510.5616,-1.17549e-38,-1.17549e-38,0.0764339,-1.17549e-38,0.0152641,0.129706,-1.17549e-38,0.12048,-1.17549e-38,0.0418477,0.0473661,0.0349374,0.116002,0.0649342,0.11181,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.11252,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.125321,0.00274502,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
511.0437,-1.17549e-38,-1.17549e-38,0.0127733,-1.17549e-38,0.0179506,0.115145,-1.17549e-38,0.173722,-1.17549e-38,0.0239476,0.0618743,-1.17549e-38,0.111539,0.0515766,0.100449,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.106002,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.122592,0.0406781,0.047061,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
511.5258,-1.17549e-38,0.00430622,-1.17549e-38,-1.17549e-38,0.0176812,0.0776967,-1.17549e-38,0.198747,-1.17549e-38,-1.17549e-38,0.0608982,-1.17549e-38,0.0787017,0.0337633,0.0779522,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.102203,-1.17549e-38,-1.17549e-38,0.0594362,0.106065,0.0600067,0.105625,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38
512.008,-1.17549e-38,0.0394722,-1.17549e-38,-1.17549e-38,0.0153016,0.0251666,-1.17549e-38,0.190904,0.0034088,-1.17549e-38,0.0388361,-1.17549e-38,0.0309876,0.0134439,0.0476952,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.106542,-1.17549e-38,-1.17549e-38,0.11414,0.0835012,0.0564962,0.140314,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0186361
512.4901,0.0346236,0.0465555,-1.17549e-38,-1.17549e-38,0.0121215,-1.17549e-38,-1.17549e-38,0.154482,0.0281329,-1.17549e-38,0.000551926,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0142315,-1.17549e-38,0.025191,-1.17549e-38,0.118404,-1.17549e-38,0.00420954,0.150119,0.0569593,0.0370835,0.148857,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0783619
512.9722,0.0769204,0.018142,-1.17549e-38,-1.17549e-38,0.00897535,-1.17549e-38,-1.17549e-38,0.0962754,0.0417894,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0376537,0.0431898,0.00762674,0.131588,0.0175288,0.0380109,0.161449,0.0212096,0.0166696,0.14234,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.105256
513.4543,0.108086,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00595593,-1.17549e-38,-1.17549e-38,0.0224344,0.0357161,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0664081,0.0539236,0.0250844,0.138436,0.0379349,0.0682285,0.14858,-1.17549e-38,0.0111551,0.135136,0.00590694,-1.17549e-38,-1.17549e-38,0.0901681
513.9365,0.116984,-1.17549e-38,0.0216201,-1.17549e-38,0.00287018,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0101591,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0746036,0.0618278,0.0364793,0.13462,0.0516963,0.0789087,0.117726,-1.17549e-38,0.0293431,0.135793,0.0102456,-1.17549e-38,-1.17549e-38,0.0470486
514.4186,0.10177,-1.17549e-38,0.0640035,0.00341573,-1.17549e-38,0.0383478,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0118984,-1.17549e-38,-1.17549e-38,0.0219461,-1.17549e-38,-1.17549e-38,0.0670024,0.0691774,0.0407379,0.121102,0.058381,0.0601467,0.0783408,-1.17549e-38,0.06765,0.144617,0.00869488,-1.17549e-38,-1.17549e-38,0.00426065
514.9007,0.0700019,-1.17549e-38,0.0760735,0.00678326,-1.17549e-38,0.09768,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0180307,-1.17549e-38,-1.17549e-38,0.0477774,-1.17549e-38,0.0258538,0.0564075,0.0743829,0.0393682,0.102071,0.0583157,0.0142715,0.039232,-1.17549e-38,0.110737,0.157653,0.0121507,-1.17549e-38,-1.17549e-38,-1.17549e-38
515.3828,0.0344,-1.17549e-38,0.0594426,0.00758341,-1.17549e-38,0.135945,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0164583,0.0191976,0.0249485,0.063667,-1.17549e-38,0.0703895,0.0574658,0.0740087,0.0358791,0.0810343,0.0521923,-1.17549e-38,0.0050372,-1.17549e-38,0.137735,0.171702,0.0261276,-1.17549e-38,-1.17549e-38,0.00507945
515.8649,0.0072995,-1.17549e-38,0.028643,0.00676624,-1.17549e-38,0.142861,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0131084,0.053973,0.0605252,0.0704521,-1.17549e-38,0.116929,0.0793161,0.0667576,0.034258,0.0583908,0.0418917,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.131192,0.185413,0.0464917,-1.17549e-38,0.0296975,0.0461762
516.347,-1.17549e-38,0.0307406,0.00321211,0.00632115,-1.17549e-38,0.122183,0.0232599,-1.17549e-38,-1.17549e-38,0.0117954,0.0801954,0.0727458,0.0741404,-1.17549e-38,0.158816,0.120011,0.0563834,0.0371804,0.0321251,0.031319,-1.17549e-38,-1.17549e-38,0.0412682,0.0856956,0.196258,0.0614761,-1.17549e-38,0.0907915,0.0872121
516.8292,0.00238122,0.0391699,-1.17549e-38,0.00781835,-1.17549e-38,0.0878975,0.0773072,-1.17549e-38,-1.17549e-38,0.011982,0.0924479,0.0689112,0.0825692,0.0145809,0.18809,0.166096,0.0509534,0.0447081,0.000818732,0.0256389,-1.17549e-38,-1.17549e-38,0.164517,0.0124981,0.197685,0.0599257,0.0193692,0.151771,0.106492
517.3113,0.0206214,0.00860288,0.0122943,0.0111887,-1.17549e-38,0.0549857,0.135741,-1.17549e-38,-1.17549e-38,0.010615,0.0858316,0.0611545,0.100623,0.0531446,0.196624,0.199521,0.0580859,0.0541031,-1.17549e-38,0.0286725,-1.17549e-38,-1.17549e-38,0.253556,-1.17549e-38,0.181188,0.0405505,0.0407693,0.203534,0.0962773
517.7934,0.043723,-1.17549e-38,0.0372324,0.0147903,-1.17549e-38,0.0305916,0.188296,-1.17549e-38,-1.17549e-38,0.00600983,0.0594164,0.0560918,0.126007,0.073201,0.180661,0.208394,0.0793366,0.0607834,-1.17549e-38,0.0403941,-1.17549e-38,-1.17549e-38,0.28374,-1.17549e-38,0.143111,0.0139059,0.0531207,0.236484,0.0653427
518.2755,0.0652844,-1.17549e-38,0.0575242,0.0166708,-1.17549e-38,0.011905,0.221781,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0198166,0.0496103,0.148666,0.0613402,0.145358,0.19323,0.108238,0.05969,-1.17549e-38,0.0567288,-1.17549e-38,-1.17549e-38,0.254541,-1.17549e-38,0.0901156,-1.17549e-38,0.0547481,0.242397,0.0311441
518.7576,0.0810127,-1.17549e-38,0.0642584,0.0158532,-1.17549e-38,-1.17549e-38,0.228998,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0316287,0.155093,0.0166104,0.104785,0.164103,0.13334,0.0465315,-1.17549e-38,0.0715508,-1.17549e-38,-1.17549e-38,0.184868,-1.17549e-38,0.037811,-1.17549e-38,0.0486338,0.216703,0.00918329
519.2397,0.087889,-1.17549e-38,0.0585933,0.0127065,-1.17549e-38,-1.17549e-38,0.214092,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.13574,-1.17549e-38,0.0759733,0.132226,0.143938,0.0192411,-1.17549e-38,0.0791064,-1.17549e-38,-1.17549e-38,0.100511,-1.17549e-38,0.00278799,-1.17549e-38,0.0397755,0.161174,0.00671127
519.7219,0.0832787,-1.17549e-38,0.0498324,0.00840795,-1.17549e-38,-1.17549e-38,0.18989,-1.17549e-38,-1.17549e-38,0.00647115,-1.17549e-38,-1.17549e-38,0.0916636,-1.17549e-38,0.069735,0.102879,0.135308,-1.17549e-38,-1.17549e-38,0.0757077,-1.17549e-38,-1.17549e-38,0.0223042,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0322741,0.0860311,0.0219353
520.204,0.0655578,-1.17549e-38,0.0493362,0.00408941,-1.17549e-38,-1.17549e-38,0.168324,0.0144081,-1.17549e-38,0.0185727,0.00401716,-1.17549e-38,0.0357112,-1.17549e-38,0.0839653,0.0744171,0.110852,-1.17549e-38,-1.17549e-38,0.0606374,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.028119,0.00332956,-1.17549e-38,0.0277155,0.00888718,0.0466484
520.6861,0.0360369,-1.17549e-38,0.0638642,0.000301473,-1.17549e-38,-1.17549e-38,0.150883,0.0361283,0.00620755,0.032417,0.0592725,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.104892,0.0432728,0.0798592,-1.17549e-38,0.00272295,0.0363929,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0448201,0.0192119,-1.17549e-38,0.0252399,-1.17549e-38,0.070252
521.1682,0.000481593,-1.17549e-38,0.0918667,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.127376,0.0445108,0.00977755,0.0466115,0.1169,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.116008,0.0100364,0.0524177,-1.17549e-38,0.0289944,0.00819129,-1.17549e-38,0.00639235,-1.17549e-38,0.0462157,0.0275277,-1.17549e-38,0.0227532,-1.17549e-38,0.0836281
521.6503,-1.17549e-38,-1.17549e-38,0.124056,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0847926,0.0481026,0.0134475,0.0604331,0.162924,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.10798,-1.17549e-38,0.0351166,-1.17549e-38,0.0360195,-1.17549e-38,-1.17549e-38,0.0428283,-1.17549e-38,0.0465503,0.0249208,-1.17549e-38,0.0183328,-1.17549e-38,0.0818406
522.1324,-1.17549e-38,-1.17549e-38,0.147301,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.019623,0.0583499,0.0187145,0.0727779,0.189789,-1.17549e-38,-1.17549e-38,0.0371784,0.082874,-1.17549e-38,0.0299002,-1.17549e-38,0.0193715,-1.17549e-38,-1.17549e-38,0.0659219,-1.17549e-38,0.0597049,0.018732,0.031435,0.0112412,-1.17549e-38,0.0654321
522.6146,-1.17549e-38,0.000410927,0.150371,-1.17549e-38,0.00836034,-1.17549e-38,-1.17549e-38,0.0814738,0.024266,0.0819033,0.196729,0.00547681,-1.17549e-38,0.0763803,0.0512223,-1.17549e-38,0.0356186,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0771443,-1.17549e-38,0.0909061,0.020381,0.0944523,0.00243747,-1.17549e-38,0.0403091
523.0967,-1.17549e-38,-1.17549e-38,0.129709,-1.17549e-38,0.0176501,-1.17549e-38,-1.17549e-38,0.113797,0.0256947,0.0864724,0.187835,0.0146332,-1.17549e-38,0.0900569,0.0251292,-1.17549e-38,0.0502598,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0796236,-1.17549e-38,0.133359,0.0363487,0.145896,-1.17549e-38,0.017588,0.0159751
523.5788,0.00657935,-1.17549e-38,0.0923976,-1.17549e-38,0.0235513,0.0403615,-1.17549e-38,0.143496,0.0168727,0.0867687,0.169508,0.0128696,-1.17549e-38,0.0833347,0.0123417,-1.17549e-38,0.0720739,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0761112,-1.17549e-38,0.171839,0.0631774,0.164896,-1.17549e-38,0.0364799,0.00241228
524.0609,0.0327692,-1.17549e-38,0.0540274,-1.17549e-38,0.0238623,0.0968669,-1.17549e-38,0.157261,-1.17549e-38,0.0845191,0.148275,0.0104922,-1.17549e-38,0.0674505,0.0144725,-1.17549e-38,0.0990191,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0669551,0.00949318,0.190849,0.0897243,0.145955,-1.17549e-38,0.0419955,0.00696457
524.543,0.0414764,-1.17549e-38,0.0318678,-1.17549e-38,0.0181365,0.142514,-1.17549e-38,0.147292,-1.17549e-38,0.0810822,0.12916,0.0149633,-1.17549e-38,0.0535276,0.0285408,-1.17549e-38,0.127311,-1.17549e-38,-1.17549e-38,0.0178876,-1.17549e-38,0.0495822,0.0630067,0.182121,0.104386,0.100528,0.00516429,0.0367943,0.0323647
525.0251,0.0272201,-1.17549e-38,0.0359098,-1.17549e-38,0.00809374,0.167078,-1.17549e-38,0.115027,-1.17549e-38,0.0754417,0.114337,0.0260804,0.0274587,0.0480429,0.0486427,-1.17549e-38,0.150584,-1.17549e-38,-1.17549e-38,0.0365673,-1.17549e-38,0.0205321,0.0955451,0.147906,0.102183,0.0496374,0.0208042,0.0237222,0.0757179
525.5073,-1.17549e-38,-1.17549e-38,0.0615488,-1.17549e-38,-1.17549e-38,0.162032,-1.17549e-38,0.0704302,-1.17549e-38,0.0640906,0.102202,0.0362268,0.0714327,0.0511224,0.0662894,-1.17549e-38,0.161108,-1.17549e-38,-1.17549e-38,0.0561116,-1.17549e-38,-1.17549e-38,0.100866,0.0994391,0.08746,0.0124214,0.0345956,0.00521607,0.128093
525.9894,-1.17549e-38,-1.17549e-38,0.0894887,-1.17549e-38,-1.17549e-38,0.127015,-1.17549e-38,0.0269591,-1.17549e-38,0.0439165,0.0880422,0.0356066,0.10515,0.0576518,0.0714268,-1.17549e-38,0.153348,-1.17549e-38,0.013154,0.0750783,-1.17549e-38,-1.17549e-38,0.0828418,0.0514052,0.0701982,-1.17549e-38,0.0385408,-1.17549e-38,0.17593
526.4715,-1.17549e-38,-1.17549e-38,0.0965398,0.0013574,-1.17549e-38,0.0740448,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0162975,0.0672981,0.0194014,0.116708,0.0607136,0.0565661,-1.17549e-38,0.127608,-1.17549e-38,0.0472248,0.0898004,-1.17549e-38,-1.17549e-38,0.0548742,0.0149632,0.0579702,-1.17549e-38,0.0273459,-1.17549e-38,0.205595
526.9536,-1.17549e-38,0.00190164,0.0707364,0.000954461,-1.17549e-38,0.0231215,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0395738,-1.17549e-38,0.105912,0.0554214,0.022028,-1.17549e-38,0.0902732,-1.17549e-38,0.0657744,0.0967309,-1.17549e-38,-1.17549e-38,0.0335404,-1.17549e-38,0.0505052,-1.17549e-38,0.00175374,-1.17549e-38,0.209002
527.4357,-1.17549e-38,0.0309878,0.0176999,-1.17549e-38,0.00126212,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00984265,-1.17549e-38,0.0831448,0.0407136,-1.17549e-38,-1.17549e-38,0.0504918,-1.17549e-38,0.0703238,0.0952345,-1.17549e-38,-1.17549e-38,0.0301706,-1.17549e-38,0.0419842,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.186014
527.9178,-1.17549e-38,0.0497039,-1.17549e-38,-1.17549e-38,0.0096131,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0615151,0.0189168,-1.17549e-38,-1.17549e-38,0.0167153,0.0305953,0.0650976,0.0881985,0.05928,-1.17549e-38,0.0457654,-1.17549e-38,0.0278278,-1.17549e-38,-1.17549e-38,0.02236,0.142877
528.4,-1.17549e-38,0.0569642,-1.17549e-38,-1.17549e-38,0.0157173,0.00120557,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0494496,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0795204,0.0545485,0.0804045,0.0808052,-1.17549e-38,0.0707344,0.0040194,0.00918388,-1.17549e-38,-1.17549e-38,0.0616627,0.0895064
528.8821,-1.17549e-38,0.0535651,-1.17549e-38,-1.17549e-38,0.0183807,0.0258975,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0150175,-1.17549e-38,-1.17549e-38,0.0476717,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.122278,0.0428994,0.0760855,0.0680897,-1.17549e-38,0.0886152,0.0240443,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0961019,0.0373527
529.3642,-1.17549e-38,0.0424995,-1.17549e-38,-1.17549e-38,0.0178033,0.0479315,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0517631,-1.17549e-38,-1.17549e-38,0.050852,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.148212,0.0343019,0.0768739,0.0391054,-1.17549e-38,0.0833655,0.0490144,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.116349,-1.17549e-38
