"Wavelength, µm","n","k"
1.3463,1.40086,0.0000109986
1.34638,1.40085,0.0000110124
1.34647,1.40086,0.0000110261
1.34656,1.40085,0.0000110399
1.34665,1.40085,0.0000110538
1.34673,1.40085,0.0000110678
1.34682,1.40085,0.0000110819
1.34691,1.40085,0.000011096
1.347,1.40085,0.0000111102
1.34708,1.40085,0.0000111244
1.34717,1.40085,0.0000111388
1.34726,1.40085,0.0000111531
1.34735,1.40085,0.0000111675
1.34743,1.40085,0.0000111819
1.34752,1.40085,0.0000111963
1.34761,1.40085,0.0000112143
1.3477,1.40085,0.0000112322
1.34778,1.40085,0.0000112502
1.34787,1.40085,0.0000112682
1.34796,1.40085,0.0000112862
1.34805,1.40085,0.0000113043
1.34814,1.40085,0.0000113225
1.34822,1.40085,0.0000113409
1.34831,1.40085,0.0000113594
1.3484,1.40085,0.0000113781
1.34849,1.40085,0.0000113969
1.34857,1.40085,0.0000114161
1.34866,1.40085,0.0000114355
1.34875,1.40085,0.0000114558
1.34884,1.40085,0.0000114763
1.34892,1.40085,0.0000114969
1.34901,1.40085,0.0000115177
1.3491,1.40085,0.0000115386
1.34919,1.40085,0.0000115597
1.34928,1.40085,0.0000115809
1.34936,1.40085,0.0000116022
1.34945,1.40085,0.0000116235
1.34954,1.40085,0.0000116449
1.34963,1.40085,0.0000116664
1.34971,1.40085,0.0000116878
1.3498,1.40085,0.0000117093
1.34989,1.40085,0.0000117307
1.34998,1.40085,0.0000117521
1.35007,1.40085,0.0000117734
1.35015,1.40085,0.0000117946
1.35024,1.40085,0.0000118158
1.35033,1.40085,0.0000118369
1.35042,1.40085,0.0000118579
1.35051,1.40085,0.0000118789
1.35059,1.40084,0.0000118997
1.35068,1.40084,0.0000119205
