"Wavelength, µm","n","k"
1.3378,1.47458,0.00001214
1.33789,1.47458,0.00001189
1.33798,1.47458,0.00001175
1.33806,1.47458,0.00001171
1.33815,1.47458,0.00001173
1.33823,1.47458,0.00001181
1.33832,1.47458,0.00001194
1.33841,1.47458,0.00001205
1.33849,1.47458,0.00001206
1.33858,1.47458,0.00001194
1.33867,1.47458,0.00001177
1.33875,1.47458,0.00001165
1.33884,1.47458,0.00001162
1.33893,1.47458,0.00001163
1.33901,1.47457,0.00001163
1.3391,1.47457,0.0000116
1.33918,1.47457,0.00001157
1.33927,1.47457,0.00001158
1.33936,1.47457,0.00001164
1.33944,1.47457,0.00001173
1.33953,1.47457,0.00001177
1.33962,1.47457,0.00001172
1.3397,1.47457,0.00001158
1.33979,1.47457,0.00001143
1.33988,1.47457,0.00001137
1.33996,1.47457,0.00001145
1.34005,1.47457,0.00001156
1.34014,1.47457,0.00001161
1.34022,1.47457,0.00001159
1.34031,1.47457,0.00001154
1.3404,1.47457,0.00001155
1.34048,1.47457,0.00001161
1.34057,1.47457,0.00001167
1.34066,1.47457,0.00001169
1.34074,1.47457,0.00001166
1.34083,1.47457,0.00001159
1.34092,1.47457,0.00001148
1.341,1.47457,0.00001139
1.34109,1.47457,0.0000114
1.34118,1.47457,0.00001148
1.34126,1.47457,0.00001153
1.34135,1.47457,0.00001145
1.34144,1.47457,0.00001124
1.34152,1.47457,0.00001103
1.34161,1.47457,0.00001091
1.3417,1.47457,0.00001093
1.34178,1.47457,0.00001104
1.34187,1.47457,0.00001119
1.34196,1.47457,0.0000113
1.34204,1.47457,0.00001131
1.34213,1.47457,0.0000112
1.34222,1.47457,0.00001101
1.3423,1.47457,0.00001086
1.34239,1.47457,0.00001084
1.34248,1.47457,0.0000109
1.34257,1.47457,0.00001099
1.34265,1.47457,0.00001108
1.34274,1.47457,0.00001118
1.34283,1.47457,0.00001126
1.34291,1.47457,0.0000113
1.343,1.47457,0.00001125
1.34309,1.47457,0.00001118
1.34317,1.47457,0.00001116
1.34326,1.47457,0.00001119
1.34335,1.47457,0.0000112
1.34343,1.47457,0.00001114
1.34352,1.47457,0.00001108
1.34361,1.47457,0.00001112
1.3437,1.47457,0.00001127
1.34378,1.47457,0.00001143
1.34387,1.47457,0.00001151
1.34396,1.47457,0.0000115
1.34404,1.47457,0.00001144
1.34413,1.47457,0.00001139
1.34422,1.47457,0.00001135
1.34431,1.47457,0.00001135
1.34439,1.47457,0.00001142
1.34448,1.47457,0.00001156
1.34457,1.47457,0.00001172
1.34465,1.47457,0.00001183
1.34474,1.47457,0.00001187
1.34483,1.47457,0.00001184
1.34492,1.47457,0.00001176
1.345,1.47457,0.00001168
1.34509,1.47457,0.00001165
1.34518,1.47457,0.00001174
1.34526,1.47457,0.00001193
1.34535,1.47457,0.00001215
1.34544,1.47457,0.00001231
1.34553,1.47457,0.00001238
1.34561,1.47457,0.00001241
1.3457,1.47457,0.00001244
1.34579,1.47457,0.00001245
1.34588,1.47457,0.00001241
1.34596,1.47457,0.00001227
1.34605,1.47457,0.00001209
1.34614,1.47457,0.00001194
1.34623,1.47457,0.00001187
1.34631,1.47457,0.00001188
1.3464,1.47457,0.00001193
1.34649,1.47457,0.00001199
1.34657,1.47457,0.00001199
1.34666,1.47457,0.00001191
1.34675,1.47457,0.00001171
1.34684,1.47457,0.00001143
1.34692,1.47457,0.00001118
1.34701,1.47457,0.00001109
1.3471,1.47457,0.00001123
1.34719,1.47457,0.00001151
1.34727,1.47457,0.00001176
1.34736,1.47457,0.00001184
1.34745,1.47457,0.0000118
1.34754,1.47457,0.00001175
1.34762,1.47457,0.00001175
1.34771,1.47457,0.00001172
1.3478,1.47457,0.00001157
1.34789,1.47457,0.00001132
1.34797,1.47457,0.00001112
1.34806,1.47457,0.00001113
1.34815,1.47457,0.00001137
1.34824,1.47457,0.00001169
1.34833,1.47457,0.0000119
1.34841,1.47457,0.00001191
1.3485,1.47457,0.00001172
1.34859,1.47457,0.00001149
1.34868,1.47457,0.00001133
1.34876,1.47457,0.00001132
1.34885,1.47457,0.00001146
1.34894,1.47457,0.00001164
1.34903,1.47457,0.00001179
1.34911,1.47457,0.00001188
1.3492,1.47457,0.00001192
1.34929,1.47457,0.00001192
1.34938,1.47457,0.00001186
1.34947,1.47457,0.00001178
1.34955,1.47457,0.0000117
1.34964,1.47457,0.00001166
1.34973,1.47457,0.00001164
1.34982,1.47457,0.00001161
1.3499,1.47457,0.00001156
1.34999,1.47457,0.00001151
1.35008,1.47457,0.00001148
1.35017,1.47457,0.00001143
1.35026,1.47457,0.00001134
1.35034,1.47457,0.00001127
1.35043,1.47457,0.00001129
1.35052,1.47457,0.0000114
1.35061,1.47457,0.00001151
1.3507,1.47457,0.00001152
1.35078,1.47457,0.00001144
1.35087,1.47457,0.00001138
1.35096,1.47457,0.00001146
1.35105,1.47457,0.00001165
1.35114,1.47457,0.00001187
1.35122,1.47457,0.00001201
1.35131,1.47457,0.00001207
1.3514,1.47457,0.00001208
1.35149,1.47457,0.00001208
1.35158,1.47457,0.00001209
1.35166,1.47457,0.00001213
1.35175,1.47457,0.00001219
1.35184,1.47457,0.00001226
1.35193,1.47457,0.00001231
1.35202,1.47457,0.00001235
1.3521,1.47457,0.00001237
1.35219,1.47457,0.00001237
1.35228,1.47457,0.00001235
1.35237,1.47457,0.00001229
1.35246,1.47457,0.00001224
1.35255,1.47457,0.00001226
1.35263,1.47457,0.00001235
1.35272,1.47457,0.00001244
1.35281,1.47457,0.00001249
1.3529,1.47457,0.00001249
1.35299,1.47457,0.00001249
1.35308,1.47457,0.00001252
1.35316,1.47457,0.00001253
1.35325,1.47457,0.00001247
1.35334,1.47457,0.00001235
1.35343,1.47457,0.00001227
1.35352,1.47457,0.00001228
1.3536,1.47457,0.00001236
1.35369,1.47457,0.00001243
1.35378,1.47457,0.00001245
1.35387,1.47457,0.00001241
1.35396,1.47457,0.00001234
1.35405,1.47457,0.00001227
1.35414,1.47457,0.00001222
1.35422,1.47457,0.00001222
1.35431,1.47457,0.00001227
1.3544,1.47457,0.00001235
1.35449,1.47457,0.00001242
1.35458,1.47457,0.00001246
1.35467,1.47457,0.00001246
1.35475,1.47457,0.00001244
1.35484,1.47457,0.00001242
1.35493,1.47457,0.00001247
1.35502,1.47457,0.00001262
1.35511,1.47457,0.00001284
1.3552,1.47457,0.00001302
1.35529,1.47457,0.00001299
1.35537,1.47457,0.00001273
1.35546,1.47457,0.00001234
