Wavelength (nm)	Transmittance
1414	0.0211024
1415	0.022002
1416	0.0230046
1417	0.0241232
1418	0.0253736
1419	0.0267736
1420	0.0283454
1421	0.0301145
1422	0.0321125
1423	0.0343763
1424	0.0369516
1425	0.0398945
1426	0.0432723
1427	0.0471705
1428	0.0516934
1429	0.0569742
1430	0.0631788
1431	0.0705217
1432	0.0792739
1433	0.0897889
1434	0.1025182
1435	0.1180505
1436	0.1371312
1437	0.1607024
1438	0.1898778
1439	0.2258677
1440	0.2696424
1441	0.3212348
1442	0.3783893
1443	0.4347885
1444	0.4794172
1445	0.4996421
1446	0.4885001
1447	0.4498911
1448	0.395572
1449	0.337644
1450	0.2838855
1451	0.2376146
1452	0.1993087
1453	0.1681768
1454	0.143024
1455	0.12269
1456	0.1061728
1457	0.0926652
1458	0.0815368
1459	0.0722615
1460	0.0644476
1461	0.0578619
1462	0.0522723
1463	0.0474947
1464	0.0433859
1465	0.0398306
1466	0.0367378
1467	0.0340331
1468	0.031657
1469	0.0295603
1470	0.0277029
1471	0.0260514
1472	0.024578
1473	0.0232596
1474	0.0220766
1475	0.0210125
1476	0.0200533
1477	0.019187
1478	0.0184033
1479	0.0176935
1480	0.0170499
1481	0.0164659
1482	0.0159359
1483	0.0154548
1484	0.0150182
1485	0.0146226
1486	0.0142644
1487	0.0139408
1488	0.0136493
1489	0.0133876
1490	0.0131538
1491	0.0129462
1492	0.0127633
1493	0.0126039
1494	0.0124669
1495	0.0123513
1496	0.0122564
1497	0.0121815
1498	0.0121262
1499	0.01209
1500	0.0120728
1501	0.0120744
1502	0.0120947
1503	0.0121339
1504	0.0121922
1505	0.0122699
1506	0.0123675
1507	0.0124855
1508	0.0126247
1509	0.012786
1510	0.0129704
1511	0.013179
1512	0.0134134
1513	0.013675
1514	0.0139657
1515	0.0142876
1516	0.0146431
1517	0.0150349
1518	0.0154662
1519	0.0159404
1520	0.0164616
1521	0.0170345
1522	0.0176643
1523	0.0183572
1524	0.0191201
1525	0.0199612
1526	0.0208897
1527	0.0219168
1528	0.0230548
1529	0.0243191
1530	0.0257267
1531	0.0272987
1532	0.0290595
1533	0.0310387
1534	0.0332712
1535	0.0357997
1536	0.0386764
1537	0.0419637
1538	0.0457401
1539	0.0501011
1540	0.0551677
1541	0.0610891
1542	0.0680568
1543	0.0763104
1544	0.086159
1545	0.0979924
1546	0.1123123
1547	0.129744
1548	0.1510651
1549	0.177178
1550	0.2090427
1551	0.247427
1552	0.2923675
1553	0.3422387
1554	0.392432
1555	0.4346886
1556	0.4587356
1557	0.4572243
1558	0.4305767
1559	0.3866968
1560	0.3358722
1561	0.2860565
1562	0.2415269
1563	0.2036813
1564	0.1723589
1565	0.1467346
1566	0.1258347
1567	0.1087587
1568	0.0947372
1569	0.0831537
1570	0.0735151
1571	0.0654385
1572	0.0586206
1573	0.0528265
1574	0.0478688
1575	0.0436008
1576	0.0399043
1577	0.0366856
1578	0.0338679
1579	0.0313899
1580	0.0292003
1581	0.0272579
1582	0.025528
1583	0.0239815
1584	0.0225947
1585	0.0213469
1586	0.0202213
1587	0.0192029
1588	0.0182795
1589	0.0174402
1590	0.0166759
1591	0.0159784
1592	0.015341
1593	0.0147576
1594	0.014223
1595	0.0137324
1596	0.0132819
1597	0.0128678
1598	0.0124871
1599	0.012137
1600	0.0118149
1601	0.0115187
1602	0.0112464
1603	0.0109963
1604	0.0107669
1605	0.0105567
1606	0.0103646
1607	0.0101894
1608	0.0100302
1609	0.0098861
1610	0.0097563
1611	0.0096402
1612	0.0095371
1613	0.0094465
1614	0.009368
1615	0.0093011
1616	0.0092456
1617	0.0092012
1618	0.0091676
1619	0.0091446
1620	0.0091323
1621	0.0091303
1622	0.0091389
1623	0.0091579
1624	0.0091874
1625	0.0092277
1626	0.0092787
1627	0.0093408
1628	0.0094142
1629	0.0094992
1630	0.0095963
1631	0.0097059
1632	0.0098284
1633	0.0099645
1634	0.0101149
1635	0.0102802
1636	0.0104614
1637	0.0106593
1638	0.0108751
1639	0.0111099
1640	0.0113651
1641	0.0116421
1642	0.0119426
1643	0.0122685
1644	0.0126218
1645	0.0130049
1646	0.0134205
1647	0.0138715
1648	0.0143613
1649	0.0148936
1650	0.0154729
1651	0.016104
1652	0.0167924
1653	0.0175446
1654	0.0183677
1655	0.0192704
1656	0.0202622
1657	0.0213548
1658	0.022561
1659	0.0238963
1660	0.025379
1661	0.0270299
1662	0.0288747
1663	0.030943
1664	0.0332712
1665	0.035902
1666	0.0388884
1667	0.0422935
1668	0.046196
1669	0.0506912
1670	0.0558992
1671	0.0619669
1672	0.0690811
1673	0.0774729
1674	0.0874365
1675	0.0993365
1676	0.1136301
1677	0.1308771
1678	0.1517322
1679	0.1769243
1680	0.2071274
1681	0.2427295
1682	0.2833126
1683	0.3269128
1684	0.3691453
1685	0.4031021
1686	0.421021
1687	0.4179299
1688	0.3946682
1689	0.357352
1690	0.3138462
1691	0.2704811
1692	0.2309308
1693	0.1966648
1694	0.1677958
1695	0.1438179
1696	0.1240042
1697	0.1076358
1698	0.0940691
1699	0.0827719
1700	0.0733076
1701	0.0653306
1702	0.0585628
1703	0.0527858
1704	0.0478232
1705	0.0435363
1706	0.0398119
1707	0.0365588
1708	0.033704
1709	0.0311864
1710	0.028957
1711	0.0269743
1712	0.0252045
1713	0.0236187
1714	0.0221933
1715	0.0209078
1716	0.0197451
1717	0.0186905
1718	0.0177315
1719	0.0168573
1720	0.0160586
1721	0.0153272
1722	0.0146562
1723	0.0140395
1724	0.0134716
1725	0.0129479
1726	0.0124642
1727	0.0120169
1728	0.0116027
1729	0.0112187
1730	0.0108623
1731	0.0105313
1732	0.0102236
1733	0.0099374
1734	0.0096711
1735	0.0094231
1736	0.0091922
1737	0.0089771
1738	0.0087767
1739	0.0085901
1740	0.0084164
1741	0.0082547
1742	0.0081045
1743	0.0079649
1744	0.0078354
1745	0.0077154
1746	0.0076045
1747	0.0075023
1748	0.0074082
1749	0.0073219
1750	0.0072432
1751	0.0071717
1752	0.0071072
1753	0.0070493
1754	0.006998
1755	0.0069529
1756	0.0069141
1757	0.0068812
1758	0.0068542
1759	0.0068331
1760	0.0068176
1761	0.0068078
1762	0.0068037
1763	0.0068051
1764	0.0068122
1765	0.0068248
1766	0.0068431
1767	0.0068671
1768	0.0068969
1769	0.0069325
1770	0.0069741
1771	0.0070218
1772	0.0070763
1773	0.0071375
1774	0.0072053
1775	0.00728
1776	0.0073618
1777	0.007451
1778	0.0075479
1779	0.0076529
1780	0.0077663
1781	0.0078886
1782	0.0080202
1783	0.0081617
1784	0.0083136
1785	0.0084765
1786	0.0086512
1787	0.0088383
1788	0.0090387
1789	0.0092533
1790	0.0094832
1791	0.0097293
1792	0.0099931
1793	0.0102757
1794	0.0105788
1795	0.0109039
1796	0.0112531
1797	0.0116282
1798	0.0120318
1799	0.0124662
1800	0.0129345
1801	0.01344
1802	0.0139862
1803	0.0145775
1804	0.0152183
1805	0.0159142
1806	0.0166711
1807	0.0174962
1808	0.0183972
1809	0.0193835
1810	0.0204654
1811	0.0216555
1812	0.0229678
1813	0.0244192
1814	0.026029
1815	0.0278204
1816	0.0298205
1817	0.0320616
1818	0.0345829
1819	0.0374302
1820	0.0406603
1821	0.0443404
1822	0.0485543
1823	0.0534026
1824	0.0590112
1825	0.065533
1826	0.0731599
1827	0.0821256
1828	0.0927221
1829	0.1053008
1830	0.120288
1831	0.1381696
1832	0.1594752
1833	0.184699
1834	0.214128
1835	0.2475615
1836	0.2838156
1837	0.3202013
1838	0.3522128
1839	0.3741819
1840	0.3811709
1841	0.3713996
1842	0.347255
1843	0.3139541
1844	0.2771119
1845	0.2409685
1846	0.2079698
1847	0.1791
1848	0.1544528
1849	0.1336857
1850	0.1162809
1851	0.1017102
1852	0.0894851
1853	0.0791918
