Wavenumber (cm-1),Int deg2 (arb),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb),Int deg18 (arb),Int deg20 (arb),Int deg22 (arb),Int deg24 (arb)
541.4171,0.100254,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0386058,0.0449371,0.00711218,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0434057
541.8992,0.0907883,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0383677,0.0281094,0.0163383,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0467832
542.3813,0.0727084,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0386348,0.0147785,0.0180455,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0499317
542.8635,0.0525002,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0382698,0.00346112,0.0121254,0.0212831,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0504893
543.3456,0.0347879,0.0132165,-1.17549e-38,-1.17549e-38,0.0379769,-1.17549e-38,0.000394049,0.0466063,-1.17549e-38,-1.17549e-38,0.00293771,0.0461568
543.8277,0.021538,0.0580043,-1.17549e-38,-1.17549e-38,0.0383898,-1.17549e-38,-1.17549e-38,0.0611966,-1.17549e-38,-1.17549e-38,0.0191774,0.0361791
544.3098,0.0124392,0.0862079,0.00494107,0.00444359,0.0388313,-1.17549e-38,-1.17549e-38,0.059613,-1.17549e-38,-1.17549e-38,0.0348182,0.0220793
544.7919,0.00588281,0.097682,0.0241897,0.0207335,0.0373475,-1.17549e-38,-1.17549e-38,0.0449598,-1.17549e-38,0.00522233,0.0443506,0.00732243
545.274,0.000150654,0.0948258,0.0332019,0.0336121,0.0315634,-1.17549e-38,-1.17549e-38,0.0272534,-1.17549e-38,0.0136772,0.0448333,-1.17549e-38
545.7562,-1.17549e-38,0.0810992,0.0368297,0.0390444,0.0196938,-1.17549e-38,-1.17549e-38,0.0171675,-1.17549e-38,0.01281,0.0373175,-1.17549e-38
546.2383,-1.17549e-38,0.0605059,0.040275,0.0361252,0.00139586,-1.17549e-38,-1.17549e-38,0.0190737,0.0282556,-1.17549e-38,0.0258379,-1.17549e-38
