Wavenumber (cm-1),Int deg0 (arb),Int deg2 (arb),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb),Int deg18 (arb),Int deg20 (arb),Int deg22 (arb)
552.5058,0.0119511,-1.17549e-38,-1.17549e-38,0.0492139,0.0325287,0.117434,0.0920997,0.0605752,-1.17549e-38,0.030379,0.0481646,0.00429884
552.9879,0.00943324,-1.17549e-38,-1.17549e-38,0.0503246,0.0584913,0.139681,0.122614,0.0400732,-1.17549e-38,0.0206784,0.0552538,0.0120955
553.47,0.00332526,-1.17549e-38,-1.17549e-38,0.0508494,0.0712061,0.148705,0.124713,0.0247735,-1.17549e-38,-1.17549e-38,0.0631475,0.0359923
553.9521,-1.17549e-38,-1.17549e-38,0.00211982,0.0470782,0.0657667,0.142304,0.0911967,0.0158472,-1.17549e-38,-1.17549e-38,0.0700847,0.0606863
554.4343,-1.17549e-38,-1.17549e-38,0.0245456,0.0374885,0.0432813,0.124029,0.0318942,0.0135408,-1.17549e-38,-1.17549e-38,0.0739869,0.0738061
554.9164,-1.17549e-38,-1.17549e-38,0.0417677,0.0243167,0.0114265,0.101991,-1.17549e-38,0.0180395,0.0022247,-1.17549e-38,0.073612,0.0716478
555.3985,-1.17549e-38,-1.17549e-38,0.052007,0.0124702,-1.17549e-38,0.0842484,-1.17549e-38,0.0288599,0.020297,-1.17549e-38,0.0685963,0.0580111
555.8806,-1.17549e-38,-1.17549e-38,0.0554682,0.00661244,-1.17549e-38,0.0740754,-1.17549e-38,0.0436034,0.0361709,0.00596633,0.0591218,0.038562
556.3627,-1.17549e-38,-1.17549e-38,0.0534267,0.00833612,-1.17549e-38,0.0686814,-1.17549e-38,0.0576617,0.0439848,0.0547549,0.0460524,0.0162308
556.8448,-1.17549e-38,-1.17549e-38,0.0472786,0.0150171,-1.17549e-38,0.0620445,-1.17549e-38,0.0656864,0.0422907,0.0971466,0.0313819,-1.17549e-38
557.327,0.00670752,0.0324354,0.0383843,0.0208163,0.00103385,0.049375,-1.17549e-38,0.0640347,0.0352029,0.124727,0.0180684,-1.17549e-38
557.8091,0.0127509,0.0737398,0.0286712,0.0192901,0.0150648,0.0298988,-1.17549e-38,0.052405,0.0292775,0.133828,0.00872177,-1.17549e-38
558.2912,0.0174241,0.0967589,0.0209902,0.00652307,0.0181668,0.00644454,-1.17549e-38,0.0333627,0.0282692,0.125073,0.00382071,-1.17549e-38
558.7733,0.0201326,0.094104,0.0181465,-1.17549e-38,0.012152,-1.17549e-38,-1.17549e-38,0.0101374,0.0296766,0.102782,0.000967179,-1.17549e-38
559.2554,0.0203804,0.0676445,0.0207287,-1.17549e-38,0.00386995,-1.17549e-38,0.00644555,-1.17549e-38,0.0257565,0.0740757,-1.17549e-38,-1.17549e-38
559.7375,0.0180855,0.0252224,0.0254346,-1.17549e-38,0.000411257,-1.17549e-38,0.0532739,-1.17549e-38,0.00839432,0.0468633,-1.17549e-38,-1.17549e-38
560.2197,0.0137535,-1.17549e-38,0.0259525,-1.17549e-38,0.0049265,-1.17549e-38,0.0898557,-1.17549e-38,-1.17549e-38,0.0269868,-1.17549e-38,-1.17549e-38
560.7018,0.00832187,-1.17549e-38,0.0167936,-1.17549e-38,0.0155006,-1.17549e-38,0.108941,-1.17549e-38,-1.17549e-38,0.0162064,-1.17549e-38,-1.17549e-38
561.1839,0.00277937,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0270963,-1.17549e-38,0.109842,-1.17549e-38,-1.17549e-38,0.0127572,-1.17549e-38,-1.17549e-38
561.666,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00609988,0.0346295,-1.17549e-38,0.0972591,-1.17549e-38,-1.17549e-38,0.0142587,-1.17549e-38,-1.17549e-38
562.1481,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.037372,0.0351094,-1.17549e-38,0.0780583,-1.17549e-38,-1.17549e-38,0.0204878,0.00722777,-1.17549e-38
562.6302,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0561293,0.0281189,-1.17549e-38,0.0580923,-1.17549e-38,-1.17549e-38,0.0332533,0.0417866,-1.17549e-38
563.1124,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.060396,0.015239,-1.17549e-38,0.0402174,-1.17549e-38,-1.17549e-38,0.0530284,0.0729473,-1.17549e-38
563.5945,-1.17549e-38,-1.17549e-38,0.009015,0.0540409,-1.17549e-38,-1.17549e-38,0.0238081,-1.17549e-38,-1.17549e-38,0.0752647,0.0926297,-1.17549e-38
564.0766,-1.17549e-38,-1.17549e-38,0.0283369,0.0432874,-1.17549e-38,-1.17549e-38,0.00577222,-1.17549e-38,-1.17549e-38,0.0903665,0.0982654,0.0082214
564.5587,-1.17549e-38,0.0083591,0.0333184,0.0325681,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0886466,0.0931204,0.0317735
565.0408,-1.17549e-38,0.0061389,0.0245804,0.0225072,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.00075753,-1.17549e-38,0.067214,0.083329,0.039038
565.5229,-1.17549e-38,0.00209494,0.010346,0.0111314,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0321131,0.0195526,0.0336183,0.0738291,0.0331768
566.0051,0.00108738,0.00385192,0.000681789,-1.17549e-38,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0555867,0.0422748,0.00304735,0.0658159,0.0222518
566.4872,0.000453792,0.0121368,0.00159183,-1.17549e-38,-1.17549e-38,0.000162251,-1.17549e-38,0.0704337,0.0487152,-1.17549e-38,0.057007,0.0147609
566.9693,-1.17549e-38,0.0216115,0.0125973,-1.17549e-38,-1.17549e-38,0.0368012,-1.17549e-38,0.0795227,0.0435328,0.00109247,0.0441114,0.0159666
567.4514,-1.17549e-38,0.0263853,0.0285444,-1.17549e-38,-1.17549e-38,0.0740649,-1.17549e-38,0.0861008,0.0360504,0.0293066,0.0256298,0.0264192
567.9335,-1.17549e-38,0.02567,0.0434036,-1.17549e-38,-1.17549e-38,0.102065,-1.17549e-38,0.0897108,0.0355742,0.0605096,0.003205,0.0426771
