Wavenumber (cm-1),Int deg-8 (arb),Int deg-6 (arb),Int deg-4 (arb),Int deg-2 (arb),Int deg0 (arb),Int deg2 (arb),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb),Int deg18 (arb),Int deg20 (arb),Int deg22 (arb),Int deg24 (arb),Int deg26 (arb),Int deg28 (arb)
6767.4727,16.2087,16.5239,16.275,16.3311,15.9748,15.6375,15.7653,15.1293,14.7775,14.1529,13.4484,13.0568,11.9073,9.74168,8.23464,5.83717,4.01236,2.63403,1.58083
6767.9546,16.1792,16.5554,16.2343,16.3105,15.9463,15.6128,15.7497,15.1173,14.7756,14.167,13.4713,13.036,11.9276,9.80215,8.24873,5.88044,3.98801,2.62845,1.59067
6768.4365,16.1336,16.5754,16.2214,16.2777,15.9095,15.599,15.7324,15.1252,14.7657,14.1738,13.4797,13.002,11.9463,9.84675,8.26248,5.91958,3.97021,2.60867,1.59088
6768.9189,16.0926,16.5794,16.2401,16.2373,15.8712,15.5987,15.7096,15.1549,14.7434,14.1733,13.4782,12.9682,11.9652,9.87126,8.28231,5.9458,3.96107,2.57708,1.57294
6769.4009,16.0711,16.5669,16.2833,16.1964,15.8379,15.6093,15.6793,15.1981,14.71,14.1679,13.4741,12.9445,11.9795,9.88211,8.30858,5.95804,3.95817,2.54128,1.53558
6769.8833,16.0744,16.5417,16.3348,16.1619,15.8124,15.6226,15.6434,15.2366,14.6724,14.16,13.4745,12.9344,11.9815,9.89102,8.3366,5.96387,3.95804,2.51166,1.48696
6770.3652,16.099,16.5102,16.3763,16.136,15.793,15.6276,15.6069,15.2511,14.6396,14.1499,13.4833,12.9366,11.967,9.90679,8.3595,5.97527,3.95935,2.49738,1.44125
6770.8472,16.1367,16.4797,16.3952,16.1152,15.7757,15.6159,15.5768,15.2316,14.6187,14.1363,13.4996,12.9492,11.9414,9.92935,8.37107,6.00149,3.96371,2.50219,1.41108
6771.3296,16.1787,16.458,16.3895,16.0919,15.7579,15.5858,15.5584,15.185,14.6127,14.1201,13.5199,12.9724,11.9192,9.95008,8.36817,6.04372,3.97379,2.52217,1.40105
6771.8115,16.2174,16.452,16.3665,16.0603,15.7401,15.5432,15.5544,15.1325,14.6202,14.1073,13.5402,13.0077,11.9175,9.95793,8.35227,6.09478,3.99005,2.5467,1.40635
6772.2935,16.2481,16.4669,16.3364,16.0208,15.7253,15.4985,15.5634,15.0989,14.6384,14.1078,13.5579,13.054,11.9465,9.94733,8.32997,6.14337,4.00854,2.56291,1.41733
6772.7759,16.2699,16.5029,16.3068,15.9802,15.7154,15.4605,15.5807,15.099,14.6648,14.1292,13.5725,13.1051,12.0028,9.92299,8.3111,6.17969,4.0216,2.56174,1.42645
6773.2578,16.2847,16.553,16.2801,15.9483,15.7079,15.4324,15.5993,15.1291,14.6979,14.1696,13.5835,13.1503,12.0698,9.89863,8.30498,6.19899,4.02162,2.54282,1.43254
6773.7402,16.2958,16.6021,16.2552,15.9323,15.6967,15.4121,15.6121,15.1692,14.7361,14.2163,13.5899,13.18,12.1248,9.8906,8.31623,6.2019,4.00578,2.51505,1.43932
6774.2222,16.3053,16.6307,16.2313,15.9333,15.6753,15.3962,15.6137,15.1943,14.7766,14.2511,13.5896,13.1907,12.1488,9.90971,8.3429,6.19262,3.97859,2.49205,1.44952
6774.7041,16.3129,16.6235,16.209,15.9459,15.6425,15.3853,15.6021,15.1877,14.8139,14.2616,13.5824,13.1869,12.1351,9.95561,8.37805,6.17673,3.95043,2.4847,1.45965
6775.1865,16.3168,16.5767,16.1892,15.9598,15.6048,15.3842,15.5789,15.1501,14.8417,14.2495,13.5721,13.1777,12.092,10.0162,8.4137,6.15907,3.9326,2.49503,1.46019
6775.6685,16.3163,16.5012,16.1705,15.9647,15.5731,15.3988,15.5473,15.0976,14.8552,14.2305,13.566,13.1713,12.0393,10.0724,8.44423,6.14204,3.93192,2.51547,1.44191
6776.1504,16.3133,16.4184,16.149,15.9531,15.5566,15.4298,15.51,15.0522,14.8539,14.2242,13.5721,13.1715,11.9997,10.1064,8.46711,6.12441,3.94802,2.53384,1.4041
6776.6328,16.3112,16.351,16.1206,15.9238,15.5562,15.4691,15.4683,15.0295,14.8424,14.2422,13.5936,13.178,11.9907,10.1095,8.48149,6.10185,3.97462,2.54076,1.35836
6777.1147,16.3117,16.3138,16.0852,15.8824,15.5632,15.5023,15.4238,15.0305,14.8292,14.2804,13.626,13.1893,12.0183,10.0863,8.48681,6.06984,4.00324,2.5347,1.3242
6777.5972,16.3136,16.3096,16.0484,15.8392,15.5641,15.515,15.3803,15.0424,14.8227,14.3218,13.658,13.205,12.0759,10.0537,8.48314,6.02785,4.02704,2.52154,1.31857
6778.0791,16.3135,16.3309,16.0194,15.8052,15.5485,15.5007,15.3446,15.0464,14.8272,14.3477,13.6772,13.2245,12.1478,10.0333,8.47289,5.98226,4.04271,2.50968,1.34591
6778.561,16.31,16.365,16.0062,15.7868,15.5146,15.4642,15.324,15.0299,14.8396,14.3489,13.6769,13.2453,12.2155,10.0422,8.46175,5.94536,4.05017,2.50451,1.39505
6779.0435,16.3052,16.3985,16.0099,15.784,15.4699,15.4178,15.3214,14.9939,14.8506,14.3304,13.6598,13.2624,12.2647,10.0845,8.45741,5.93041,4.05119,2.50607,1.44527
6779.5254,16.3033,16.4215,16.024,15.7908,15.4257,15.3747,15.3325,14.9531,14.8486,14.307,13.6367,13.2715,12.2905,10.1494,8.46653,5.9457,4.04804,2.51102,1.47724
6780.0073,16.3058,16.4287,16.0376,15.7994,15.3908,15.3407,15.3465,14.928,14.8264,14.2943,13.6205,13.2728,12.2983,10.2165,8.49193,5.99102,4.04275,2.51656,1.48203
6780.4897,16.3082,16.42,16.0412,15.8032,15.3669,15.3132,15.3522,14.9322,14.7855,14.2998,13.6205,13.2722,12.3007,10.2657,8.53179,6.05822,4.0368,2.52276,1.46283
6780.9717,16.3023,16.4001,16.0322,15.7978,15.3497,15.284,15.344,14.9645,14.7372,14.3211,13.6391,13.277,12.3112,10.2862,8.58065,6.13462,4.03113,2.53155,1.42993
6781.4541,16.2829,16.3769,16.016,15.7801,15.3334,15.2464,15.3243,15.0097,14.6976,14.3495,13.673,13.2897,12.3374,10.2809,8.63105,6.20677,4.0262,2.54339,1.39333
6781.936,16.254,16.3584,16.0027,15.7481,15.3149,15.2006,15.301,15.0469,14.6804,14.3762,13.7154,13.3044,12.3778,10.2628,8.675,6.26302,4.02232,2.55485,1.35841
6782.418,16.2292,16.3497,16.0007,15.7027,15.2953,15.1538,15.281,15.0617,14.6893,14.3959,13.7586,13.3103,12.4228,10.2478,8.70561,6.29522,4.02009,2.55934,1.3266
6782.9004,16.2246,16.3519,16.0123,15.6487,15.2776,15.1156,15.2657,15.0523,14.7169,14.4078,13.7946,13.3,12.4602,10.2468,8.71929,6.30073,4.02082,2.55072,1.29894
6783.3823,16.2486,16.363,16.0313,15.5948,15.2623,15.0928,15.2508,15.0278,14.7476,14.4128,13.8159,13.2765,12.4806,10.2622,8.71805,6.2841,4.02636,2.5272,1.27873
6783.8643,16.2955,16.3801,16.0455,15.5488,15.2458,15.085,15.2302,14.9999,14.7664,14.4113,13.8179,13.2529,12.4815,10.289,8.70986,6.25685,4.03832,2.49268,1.27095
6784.3467,16.3486,16.4003,16.0418,15.5124,15.2212,15.0865,15.2018,14.9757,14.7662,14.4032,13.8015,13.245,12.4659,10.3195,8.70542,6.23382,4.05688,2.4548,1.27915
6784.8286,16.3891,16.4205,16.0113,15.4802,15.1835,15.0898,15.1701,14.9556,14.7505,14.3881,13.7751,13.2612,12.4399,10.3486,8.71268,6.22716,4.07976,2.42134,1.30243
6785.311,16.4068,16.4358,15.9536,15.4432,15.1332,15.0907,15.1445,14.9371,14.73,14.368,13.7524,13.2982,12.4084,10.3757,8.7321,6.24113,4.10219,2.39759,1.3348
6785.793,16.4041,16.4403,15.8771,15.3969,15.0783,15.088,15.1333,14.9209,14.7153,14.3471,13.746,13.3439,12.3756,10.4031,8.75655,6.2711,4.11821,2.38612,1.36708
6786.2749,16.3924,16.4292,15.7973,15.3452,15.0299,15.0821,15.1383,14.9123,14.7107,14.3317,13.7599,13.3847,12.3455,10.433,8.77586,6.30702,4.12331,2.38815,1.39003
6786.7573,16.3833,16.4021,15.7314,15.2986,14.998,15.0708,15.1524,14.9168,14.7129,14.3273,13.7875,13.4125,12.3239,10.4633,8.78304,6.33887,4.11701,2.40455,1.39727
6787.2393,16.381,16.364,15.692,15.2672,14.9858,15.0487,15.1636,14.934,14.7156,14.3362,13.8145,13.4252,12.3179,10.4881,8.77769,6.36047,4.10395,2.4351,1.38695
6787.7212,16.3807,16.3231,15.6822,15.2533,14.99,15.0108,15.1603,14.9547,14.7154,14.3551,13.8279,13.4246,12.3323,10.5009,8.76471,6.36995,4.09212,2.47667,1.36214
6788.2036,16.3722,16.2868,15.695,15.2508,15.0024,14.9572,15.138,14.9643,14.7149,14.3757,13.8228,13.4132,12.3676,10.4988,8.7504,6.36824,4.08893,2.52249,1.32987
6788.6855,16.3476,16.2585,15.7164,15.2503,15.0141,14.8967,15.1005,14.9508,14.7204,14.3875,13.8037,13.3942,12.4183,10.4854,8.73944,6.35783,4.09702,2.5637,1.29874
6789.168,16.3064,16.2373,15.7319,15.2456,15.0182,14.8441,15.0577,14.911,14.7354,14.382,13.7805,13.3734,12.4746,10.4692,8.73495,6.34286,4.11248,2.59298,1.27558
6789.6499,16.2559,16.2205,15.7319,15.2366,15.0107,14.8132,15.0188,14.8522,14.756,14.3575,13.7616,13.3597,12.5253,10.4586,8.74028,6.32944,4.12702,2.60749,1.26272
6790.1318,16.2077,16.206,15.7141,15.2266,14.9899,14.809,14.9887,14.7874,14.7709,14.32,13.7505,13.3616,12.5606,10.4575,8.75948,6.32451,4.13283,2.60925,1.25725
6790.6143,16.1717,16.1931,15.6819,15.2172,14.9567,14.824,14.9664,14.7296,14.7683,14.2815,13.7473,13.3824,12.5742,10.4643,8.79488,6.33297,4.12728,2.60274,1.2531
6791.0962,16.1526,16.1806,15.6408,15.2066,14.914,14.8419,14.9482,14.6878,14.7429,14.2542,13.7526,13.4171,12.5647,10.4747,8.84341,6.35495,4.11434,2.59168,1.24465
6791.5781,16.1496,16.1655,15.5961,15.1916,14.8667,14.8464,14.9309,14.6665,14.7006,14.2459,13.7695,13.4551,12.5373,10.4874,8.89531,6.38542,4.10179,2.57754,1.22975
6792.0605,16.159,16.1439,15.5521,15.1716,14.8203,14.8298,14.9133,14.6665,14.6546,14.2566,13.8014,13.4857,12.5036,10.506,8.93723,6.41686,4.09622,2.56073,1.21034
6792.5425,16.1766,16.1135,15.5127,15.1501,14.7784,14.7966,14.8951,14.6839,14.6179,14.2792,13.8468,13.5051,12.4796,10.5368,8.95876,6.44316,4.09945,2.54263,1.19085
6793.0249,16.1985,16.0768,15.4812,15.1314,14.7409,14.7599,14.875,14.7098,14.5951,14.3024,13.897,13.5174,12.4798,10.5832,8.95816,6.462,4.10887,2.52636,1.17586
6793.5068,16.2212,16.0417,15.4592,15.1157,14.7046,14.7335,14.8504,14.7309,14.5814,14.3159,13.9387,13.5306,12.5111,10.641,8.94397,6.47452,4.12132,2.51506,1.16875
6793.9888,16.2412,16.0173,15.4458,15.0972,14.6657,14.7243,14.8191,14.7347,14.5666,14.3139,13.9599,13.5502,12.5682,10.6987,8.93157,6.48323,4.13729,2.50922,1.17149
6794.4712,16.2559,16.009,15.4381,15.0677,14.6232,14.7293,14.7809,14.7165,14.5437,14.2975,13.9576,13.5753,12.6354,10.7428,8.93676,6.49012,4.16178,2.50565,1.18484
6794.9531,16.2646,16.015,15.4323,15.0218,14.58,14.7385,14.7377,14.6833,14.5137,14.2744,13.9387,13.5993,12.6925,10.7644,8.96948,6.49648,4.20069,2.49972,1.20805
6795.4351,16.2692,16.0273,15.4261,14.9617,14.542,14.7405,14.6912,14.6511,14.4847,14.2555,13.9165,13.6149,12.7241,10.7641,9.03011,6.50374,4.25504,2.48944,1.23819
6795.9175,16.2718,16.0364,15.4173,14.8964,14.5135,14.7285,14.6418,14.6355,14.4663,14.2502,13.9037,13.6184,12.7254,10.7512,9.10913,6.51389,4.31731,2.47826,1.27006
6796.3994,16.273,16.0353,15.4034,14.837,14.4946,14.7022,14.5892,14.6418,14.464,14.2614,13.9062,13.6116,12.7036,10.7395,9.18991,6.52879,4.3732,2.47405,1.29729
6796.8818,16.2713,16.0218,15.3806,14.7914,14.4804,14.6668,14.5356,14.6617,14.4763,14.2845,13.9219,13.5996,12.6729,10.7411,9.25398,6.54884,4.40829,2.48434,1.3142
6797.3638,16.2649,15.9971,15.3456,14.7613,14.4641,14.6292,14.4884,14.678,14.4969,14.3097,13.9428,13.5873,12.648,10.7605,9.2873,6.5726,4.41545,2.5112,1.31746
6797.8457,16.2552,15.9642,15.2997,14.744,14.4418,14.5953,14.4577,14.6758,14.5193,14.3278,13.9605,13.5773,12.6378,10.7938,9.28557,6.59784,4.39803,2.54925,1.30667
6798.3281,16.2472,15.926,15.2506,14.7345,14.4159,14.5679,14.4504,14.6506,14.5383,14.3352,13.9693,13.5703,12.6441,10.8303,9.25596,6.6232,4.36677,2.5886,1.28413
6798.8101,16.2465,15.8866,15.2101,14.729,14.3931,14.5472,14.4646,14.6097,14.55,14.3336,13.9694,13.5675,12.663,10.8578,9.21393,6.64863,4.33293,2.62052,1.25435
6799.292,16.2539,15.8506,15.1881,14.7247,14.38,14.5317,14.4888,14.5666,14.5502,14.3265,13.9654,13.5716,12.6877,10.8691,9.17644,6.67416,4.30258,2.64184,1.22374
6799.7744,16.263,15.8219,15.1856,14.7194,14.3772,14.5197,14.5075,14.5317,14.5353,14.3135,13.9646,13.5848,12.7115,10.8653,9.15501,6.698,4.27592,2.6551,1.19982
6800.2563,16.2622,15.801,15.1933,14.7098,14.3774,14.509,14.5101,14.5081,14.5052,14.2891,13.9731,13.6066,12.7283,10.8557,9.1524,6.71644,4.25092,2.66459,1.1894
6800.7388,16.2422,15.784,15.1958,14.6923,14.3698,14.498,14.4957,14.4916,14.466,14.247,13.9933,13.6316,12.7329,10.8524,9.16403,6.7262,4.22753,2.6719,1.19601
6801.2207,16.2011,15.7648,15.1809,14.6636,14.347,14.4856,14.4726,14.4759,14.43,14.1877,14.0216,13.6512,12.7216,10.8639,9.18282,6.72779,4.20876,2.67429,1.21796
6801.7026,16.1457,15.7399,15.146,14.6227,14.3104,14.4716,14.4513,14.4568,14.4094,14.1227,14.05,13.6585,12.6949,10.8909,9.20397,6.7269,4.19853,2.66731,1.24855
6802.1851,16.0873,15.711,15.0993,14.5726,14.2697,14.457,14.4374,14.4353,14.4094,14.0715,14.069,13.6524,12.6592,10.9262,9.22672,6.73169,4.19914,2.64928,1.27871
6802.667,16.0352,15.6835,15.0546,14.52,14.2359,14.4432,14.4284,14.4166,14.4237,14.0523,14.072,13.6384,12.6278,10.9596,9.25273,6.74739,4.2112,2.62405,1.30063
6803.1489,15.9932,15.6611,15.0225,14.473,14.2131,14.4311,14.4162,14.4074,14.4371,14.0725,14.058,13.6252,12.6168,10.9837,9.28268,6.77176,4.23572,2.59978,1.31048
6803.6313,15.9614,15.6415,15.0052,14.4368,14.1947,14.4207,14.3926,14.4114,14.4337,14.1252,14.0324,13.6199,12.638,10.9973,9.31387,6.79529,4.27549,2.58465,1.30903
6804.1133,15.939,15.6168,14.9962,14.411,14.1679,14.4112,14.3539,14.4257,14.4055,14.1932,14.0046,13.6244,12.6922,11.005,9.34061,6.8067,4.33268,2.58266,1.30031
6804.5957,15.9268,15.5803,14.9862,14.3885,14.1234,14.4006,14.3024,14.4408,14.3556,14.2581,13.9834,13.6364,12.7661,11.0142,9.35707,6.80003,4.4038,2.5927,1.28961
6805.0776,15.9261,15.5332,14.9694,14.3597,14.0635,14.3873,14.245,14.4448,14.2957,14.3072,13.9731,13.6531,12.8379,11.031,9.36088,6.77882,4.47649,2.61097,1.28169
6805.5596,15.936,15.486,14.9465,14.3187,14.0021,14.3697,14.1907,14.4304,14.239,14.3352,13.9715,13.6732,12.8871,11.0569,9.35495,6.75433,4.53256,2.63442,1.27945
6806.042,15.952,15.4525,14.9232,14.2678,13.9564,14.3473,14.1477,14.401,14.1944,14.342,13.971,13.6966,12.9052,11.0879,9.34652,6.73947,4.55694,2.66195,1.28302
6806.5239,15.9671,15.4405,14.9047,14.2174,13.9351,14.3205,14.122,14.3694,14.165,14.3293,13.9633,13.7213,12.8999,11.1157,9.34382,6.7424,4.54698,2.69266,1.28951
6807.0059,15.975,15.4459,14.8904,14.1802,13.9326,14.2908,14.1148,14.3503,14.1495,14.3003,13.9433,13.7422,12.8895,11.1308,9.35222,6.76348,4.515,2.72294,1.29394
6807.4883,15.9728,15.4546,14.8741,14.1636,13.9316,14.2609,14.1226,14.3491,14.1446,14.2615,13.9131,13.7527,12.8925,11.1282,9.37186,6.79633,4.48163,2.74567,1.29162
6807.9702,15.9614,15.4505,14.8472,14.1648,13.9144,14.2332,14.1364,14.3567,14.1466,14.2221,13.8801,13.7483,12.916,11.1119,9.39792,6.8313,4.46381,2.75267,1.28086
6808.4526,15.9441,15.4247,14.8052,14.1719,13.8736,14.2089,14.145,14.3539,14.1516,14.191,13.8533,13.7299,12.9524,11.0957,9.42315,6.85907,4.46571,2.73907,1.26442
6808.9346,15.9246,15.3794,14.7513,14.1698,13.8164,14.187,14.1386,14.3239,14.1553,14.1718,13.8379,13.7031,12.9843,11.0973,9.44139,6.87332,4.47851,2.70665,1.24846
6809.4165,15.906,15.3254,14.6945,14.1481,13.7594,14.1658,14.1123,14.2643,14.1549,14.161,13.8329,13.6741,12.9954,11.1285,9.45028,6.87259,4.48832,2.66392,1.2394
6809.8989,15.8904,15.2762,14.6449,14.106,13.717,14.1438,14.0675,14.1897,14.1508,14.1501,13.8332,13.6471,12.979,11.1866,9.45199,6.86123,4.48639,2.62291,1.2406
6810.3809,15.8788,15.2417,14.6068,14.0523,13.6931,14.1222,14.0109,14.1233,14.1464,14.133,13.8339,13.6231,12.9407,11.254,9.45182,6.8486,4.47428,2.59485,1.25065
6810.8628,15.8705,15.2255,14.577,14.0001,13.6787,14.1036,13.951,14.0826,14.1457,14.1109,13.8341,13.6034,12.8934,11.306,9.45538,6.8458,4.46169,2.58678,1.26425
6811.3452,15.8636,15.2245,14.5474,13.9598,13.6595,14.0898,13.8946,14.0703,14.15,14.0921,13.8372,13.5908,12.8498,11.3242,9.46573,6.86085,4.45979,2.59995,1.27454
6811.8271,15.8547,15.2304,14.5116,13.9334,13.6262,14.0794,13.8448,14.0752,14.156,14.086,13.8474,13.5883,12.8174,11.3058,9.48179,6.89462,4.47514,2.62994,1.27585
6812.3096,15.8398,15.2326,14.4692,13.9132,13.5813,14.0671,13.8014,14.0811,14.157,14.095,13.8664,13.5955,12.7981,11.2642,9.49914,6.94035,4.5076,2.66797,1.26588
6812.7915,15.8156,15.2212,14.4264,13.8858,13.5389,14.0464,13.7629,14.0783,14.1472,14.1113,13.892,13.6065,12.7918,11.2202,9.51283,6.9871,4.55179,2.70348,1.24698
6813.2734,15.7799,15.1919,14.3921,13.84,13.5152,14.0139,13.7293,14.0683,14.126,14.1202,13.9189,13.6129,12.7988,11.1907,9.52098,7.02511,4.59975,2.72763,1.22615
6813.7559,15.7333,15.1472,14.3725,13.7742,13.5183,13.9718,13.7037,14.0604,14.0989,14.1082,13.9424,13.6108,12.82,11.1818,9.52693,7.04958,4.64287,2.73673,1.21327
6814.2378,15.6801,15.0958,14.367,13.6999,13.5419,13.9278,13.6913,14.0638,14.0746,14.0718,13.959,13.6053,12.8543,11.1897,9.53811,7.06105,4.67337,2.73382,1.21703
6814.7197,15.629,15.0474,14.3695,13.6367,13.5675,13.891,13.6968,14.0807,14.0604,14.019,13.9663,13.6092,12.8964,11.2067,9.562,7.06311,4.68624,2.72721,1.24003
6815.2021,15.5906,15.0071,14.3712,13.6021,13.5733,13.8669,13.7207,14.1048,14.0585,13.9658,13.9614,13.6337,12.9375,11.2275,9.60091,7.06001,4.68165,2.72672,1.27542
6815.6841,15.573,14.9728,14.3645,13.6018,13.5466,13.8551,13.7573,14.1244,14.0653,13.9284,13.9414,13.6786,12.9687,11.2515,9.6492,7.05561,4.66603,2.73925,1.30824
6816.1665,15.5769,14.9374,14.3452,13.6255,13.4895,13.8503,13.7953,14.1289,14.0741,13.9152,13.9056,13.7296,12.9847,11.2812,9.6948,7.05366,4.64998,2.76604,1.32174
6816.6484,15.5931,14.8957,14.3127,13.6523,13.4184,13.8458,13.8214,14.113,14.0785,13.9252,13.8579,13.7649,12.9853,11.3187,9.72478,7.05768,4.64326,2.80256,1.30579
6817.1304,15.6057,14.8496,14.2686,13.6621,13.355,13.8371,13.8242,14.0783,14.0748,13.9492,13.8075,13.7683,12.9754,11.3634,9.73205,7.06996,4.64984,2.8405,1.26231
6817.6128,15.5986,14.8089,14.2165,13.6459,13.3159,13.8231,13.7982,14.0322,14.0625,13.9761,13.7659,13.7385,12.9629,11.4114,9.71916,7.09023,4.66628,2.87071,1.20433
6818.0947,15.5646,14.7863,14.1607,13.609,13.3053,13.8049,13.7443,13.9842,14.0441,13.9975,13.7422,13.6901,12.9562,11.4566,9.69734,7.11535,4.68481,2.88608,1.14929
6818.5767,15.5085,14.7891,14.1062,13.566,13.3143,13.7839,13.6692,13.9428,14.0229,14.0105,13.7394,13.6449,12.9629,11.4929,9.68097,7.14095,4.6987,2.8838,1.11084
6819.0591,15.4456,14.8133,14.0568,13.5307,13.327,13.7606,13.5832,13.9126,14.0018,14.0172,13.7538,13.6207,12.9865,11.5158,9.68085,7.16375,4.70607,2.86666,1.09427
6819.541,15.3935,14.8446,14.0135,13.5085,13.329,13.7354,13.4979,13.8933,13.9813,14.0215,13.7771,13.6241,13.0243,11.5236,9.6996,7.18321,4.70963,2.84259,1.09729
6820.0234,15.3638,14.8641,13.974,13.4946,13.3137,13.7093,13.4242,13.8805,13.9592,14.0271,13.8005,13.6505,13.0667,11.5177,9.7314,7.20128,4.71317,2.82223,1.11419
6820.5054,15.3563,14.8575,13.9339,13.4793,13.2838,13.6843,13.3708,13.8682,13.9316,14.0347,13.8179,13.6893,13.1005,11.5011,9.76565,7.22075,4.7178,2.81522,1.13964
6820.9873,15.3605,14.8196,13.891,13.4546,13.247,13.662,13.3422,13.851,13.8958,14.0421,13.827,13.7296,13.1159,11.4762,9.79232,7.24322,4.72111,2.82684,1.16952
6821.4697,15.3611,14.7544,13.8475,13.4199,13.2097,13.642,13.3377,13.826,13.853,14.0451,13.829,13.7632,13.1122,11.444,9.80587,7.26802,4.71929,2.85643,1.19965
6821.9517,15.3452,14.6711,13.8103,13.3805,13.1727,13.6208,13.3512,13.794,13.81,14.0392,13.8276,13.7856,13.0986,11.4066,9.80635,7.29239,4.71035,2.89808,1.22495
6822.4336,15.3082,14.5798,13.7874,13.3436,13.1319,13.5944,13.3728,13.7588,13.777,14.0211,13.827,13.7962,13.0885,11.3701,9.79767,7.31275,4.69588,2.9428,1.24085
6822.916,15.2539,14.4903,13.7821,13.3125,13.0822,13.5605,13.391,13.7261,13.7623,13.9906,13.8301,13.7972,13.0894,11.3463,9.78494,7.32647,4.68066,2.98095,1.24617
6823.3979,15.192,14.413,13.7899,13.2839,13.0228,13.5215,13.3962,13.7015,13.7675,13.9507,13.8369,13.794,13.0975,11.3496,9.77259,7.33343,4.67108,3.00466,1.24487
6823.8804,15.1329,14.3587,13.7987,13.2499,12.96,13.4835,13.383,13.6887,13.7858,13.9079,13.8441,13.7917,13.1008,11.3893,9.76426,7.33639,4.67366,3.00993,1.24483
6824.3623,15.0828,14.3354,13.7946,13.2041,12.9045,13.4533,13.352,13.6875,13.8049,13.8695,13.8464,13.7933,13.0888,11.4616,9.76348,7.33964,4.6938,2.99829,1.25383
6824.8442,15.0428,14.3436,13.7683,13.147,12.8675,13.4336,13.3095,13.6945,13.8132,13.8419,13.839,13.7967,13.0622,11.5487,9.774,7.34638,4.73413,2.97688,1.27516
6825.3267,15.0094,14.3729,13.7204,13.088,12.8551,13.4208,13.2659,13.7038,13.8061,13.8277,13.8213,13.7965,13.0347,11.6255,9.79858,7.3565,4.79225,2.95586,1.30562
6825.8086,14.9783,14.4041,13.6607,13.0418,12.8667,13.4068,13.2318,13.71,13.787,13.8254,13.7975,13.788,13.0235,11.6714,9.83693,7.36644,4.85931,2.94393,1.3368
6826.2905,14.9477,14.417,13.6038,13.0198,12.8953,13.3839,13.2132,13.7098,13.7646,13.831,13.7753,13.7705,13.0368,11.6792,9.88446,7.37175,4.92146,2.94394,1.35904
6826.7729,14.9194,14.3995,13.5629,13.0231,12.9302,13.35,13.2089,13.7031,13.7464,13.8406,13.7616,13.7487,13.0659,11.6577,9.9332,7.37053,4.96473,2.95159,1.36558
6827.2549,14.8977,14.3525,13.5446,13.04,12.9592,13.3104,13.2105,13.6917,13.7344,13.852,13.7587,13.73,13.0897,11.6242,9.97487,7.36542,4.98139,2.95843,1.35529
6827.7373,14.8863,14.2876,13.5468,13.0512,12.9717,13.2756,13.206,13.6771,13.7242,13.8642,13.7616,13.7192,13.0876,11.5957,10.0043,7.36257,4.97372,2.95742,1.33264
6828.2192,14.8852,14.2204,13.5593,13.0392,12.9619,13.2552,13.1863,13.6583,13.709,13.8757,13.7604,13.7157,13.0529,11.5818,10.0212,7.36827,4.95255,2.94765,1.30515
6828.7012,14.8894,14.1634,13.5678,12.9978,12.9305,13.2524,13.1489,13.6316,13.6853,13.8823,13.7455,13.7135,12.9976,11.5828,10.0284,7.38566,4.93141,2.93516,1.27971
6829.1836,14.89,14.1216,13.5582,12.9356,12.8846,13.2619,13.099,13.5926,13.6559,13.8775,13.7134,13.7056,12.9453,11.5929,10.0297,7.41353,4.92016,2.92951,1.25992
6829.6655,14.8778,14.0939,13.5226,12.871,12.8351,13.2724,13.0459,13.5394,13.6285,13.8556,13.67,13.6888,12.9176,11.6039,10.0266,7.44734,4.92224,2.93841,1.246
6830.1475,14.8479,14.0756,13.4629,12.8231,12.7904,13.2726,12.9978,13.4761,13.6106,13.8169,13.628,13.6656,12.9232,11.6086,10.0184,7.48116,4.9364,2.96384,1.23714
6830.6299,14.8016,14.0609,13.391,12.8019,12.7525,13.2569,12.9586,13.4127,13.6049,13.7701,13.6007,13.6424,12.9555,11.6034,10.0047,7.50929,4.96034,3.00158,1.23427
6831.1118,14.7466,14.0436,13.3239,12.8039,12.717,13.2277,12.9286,13.3617,13.6078,13.7296,13.5954,13.6251,12.9984,11.5908,9.98793,7.52741,4.99242,3.04377,1.24052
6831.5942,14.6928,14.0182,13.2758,12.8145,12.6771,13.1934,12.9071,13.3321,13.6129,13.7088,13.6098,13.6155,13.0351,11.5793,9.97455,7.53413,5.0302,3.08249,1.25866
6832.0762,14.6478,13.9803,13.2508,12.8162,12.6303,13.1624,12.8949,13.3254,13.6147,13.712,13.6332,13.6113,13.0555,11.581,9.97379,7.5327,5.06775,3.11238,1.28731
6832.5581,14.6144,13.9288,13.2406,12.7964,12.5807,13.1384,12.8932,13.3346,13.6112,13.7308,13.6531,13.6088,13.0583,11.6048,9.99371,7.53157,5.09535,3.13149,1.31962
6833.0405,14.5892,13.8663,13.2291,12.7534,12.5373,13.1181,12.9004,13.3489,13.6013,13.7478,13.6604,13.6072,13.0486,11.6501,10.0369,7.54187,5.10315,3.1407,1.34604
6833.5225,14.5659,13.7992,13.2017,12.6953,12.5082,13.0943,12.9106,13.3594,13.5825,13.7463,13.653,13.6098,13.0344,11.7052,10.0981,7.57166,5.08707,3.14253,1.35992
