Wavenumber (cm-1),Int deg0 (arb),Int deg2 (arb),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb),Int deg18 (arb),Int deg20 (arb),Int deg22 (arb),Int deg24 (arb)
5436.3481,7.89594,7.42354,6.80944,6.15139,5.54296,4.40204,2.98224,1.60948,0.857521,0.472369,0.32116,0.191743,1.99472
5436.8306,7.91234,7.45281,6.82524,6.16438,5.54542,4.40601,2.98838,1.61248,0.860566,0.465888,0.338174,0.195788,1.99262
5437.3125,7.92896,7.47853,6.83715,6.17246,5.5404,4.41141,2.99623,1.61592,0.862164,0.459441,0.352011,0.199484,1.99072
5437.7944,7.94822,7.50158,6.84792,6.1781,5.53152,4.42107,3.00557,1.62271,0.862043,0.455515,0.358123,0.201365,1.99165
5438.2769,7.97094,7.52252,6.85905,6.18368,5.52384,4.43512,3.01549,1.63466,0.86095,0.456135,0.354263,0.201426,1.99643
5438.7588,7.99523,7.54109,6.87053,6.19157,5.52227,4.45212,3.02636,1.65235,0.860876,0.461984,0.34201,0.20097,2.00481
5439.2407,8.0171,7.55681,6.88176,6.20415,5.5301,4.47055,3.04044,1.67523,0.864463,0.472048,0.326308,0.2015,2.01612
5439.7231,8.03264,7.56984,6.89294,6.22334,5.54805,4.48947,3.0603,1.70147,0.873761,0.484123,0.31319,0.203421,2.02996
5440.2051,8.04071,7.58162,6.90574,6.24959,5.57406,4.50815,3.08625,1.72783,0.888914,0.495901,0.306826,0.205523,2.04625
5440.6875,8.0446,7.59446,6.92254,6.28074,5.60378,4.52531,3.11481,1.75009,0.907653,0.505922,0.307467,0.205749,2.06455
5441.1694,8.0511,7.61059,6.94467,6.31211,5.63204,4.53928,3.13997,1.76432,0.92623,0.513777,0.311698,0.202809,2.08323
5441.6514,8.0669,7.63102,6.97102,6.33827,5.65488,4.54916,3.15679,1.76877,0.941423,0.51956,0.315042,0.197266,2.0996
5442.1338,8.09479,7.65503,6.99843,6.35545,5.67088,4.55603,3.16438,1.76481,0.95213,0.523378,0.314945,0.191162,2.11111
5442.6157,8.13214,7.68029,7.02342,6.36286,5.6812,4.56309,3.16621,1.75668,0.95947,0.525539,0.312024,0.186706,2.11686
5443.0977,8.17206,7.70341,7.04377,6.36247,5.68859,4.57457,3.16826,1.75038,0.965762,0.527173,0.309319,0.185326,2.1185
5443.5801,8.20589,7.72085,7.05926,6.35842,5.69631,4.5939,3.17669,1.75221,0.973283,0.5304,0.310665,0.187554,2.11988
5444.062,8.2264,7.73056,7.07172,6.35618,5.70714,4.6215,3.19558,1.76656,0.983238,0.537422,0.318907,0.19336,2.12539
5444.5444,8.23149,7.73402,7.08444,6.36138,5.72248,4.65331,3.22488,1.79328,0.995067,0.548672,0.334231,0.202277,2.13719
5445.0264,8.22658,7.73695,7.10097,6.37781,5.74169,4.6815,3.25934,1.82599,1.00648,0.561481,0.353306,0.21317,2.15298
5445.5083,8.22272,7.74674,7.12326,6.40543,5.76242,4.69848,3.29044,1.85433,1.01474,0.571198,0.370442,0.224104,2.16675
5445.9907,8.23039,7.76777,7.15054,6.44025,5.7821,4.70176,3.31104,1.86982,1.0186,0.574623,0.380578,0.23291,2.17305
5446.4727,8.25356,7.79854,7.17968,6.47651,5.79953,4.69557,3.31952,1.87076,1.01951,0.572688,0.381916,0.238222,2.17133
5446.9546,8.2885,7.83315,7.20668,6.50929,5.81545,4.6882,3.32028,1.86258,1.0211,0.569951,0.376379,0.240124,2.16664
5447.437,8.32658,7.86507,7.22833,6.53583,5.8319,4.68793,3.32126,1.85462,1.02754,0.571659,0.368342,0.239927,2.16664
5447.9189,8.35846,7.8907,7.24356,6.55573,5.85098,4.69966,3.33016,1.85575,1.04145,0.580495,0.362828,0.239254,2.17714
5448.4014,8.37815,7.91093,7.25419,6.57053,5.87355,4.72307,3.35062,1.87054,1.06192,0.594827,0.363735,0.238936,2.19825
5448.8833,8.3857,7.92989,7.26446,6.58289,5.89827,4.75298,3.38002,1.89725,1.08411,0.609693,0.372328,0.238453,2.22354
5449.3652,8.38695,7.95151,7.27886,6.59536,5.92189,4.78209,3.41087,1.92909,1.10131,0.62034,0.386775,0.236541,2.24372
5449.8477,8.38988,7.97639,7.29955,6.60934,5.94085,4.80488,3.43553,1.95848,1.1088,0.625668,0.403199,0.232642,2.25277
5450.3296,8.40025,8.00182,7.32521,6.62483,5.95312,4.81987,3.45086,1.9811,1.10671,0.628621,0.417574,0.227931,2.25164
5450.8115,8.41933,8.02441,7.35228,6.64106,5.9591,4.82931,3.45929,1.99689,1.09977,0.633567,0.427169,0.224967,2.24681
5451.2939,8.44453,8.04289,7.37705,6.65737,5.96142,4.83737,3.4665,2.0083,1.09474,0.643192,0.431078,0.226299,2.24579
5451.7759,8.47154,8.05887,7.39739,6.67363,5.96386,4.84813,3.47778,2.01791,1.09702,0.657034,0.430136,0.23298,2.25264
5452.2583,8.49658,8.07532,7.41329,6.69014,5.96981,4.86403,3.49523,2.02696,1.10794,0.672134,0.426481,0.243873,2.26626
5452.7402,8.51799,8.09415,7.4262,6.70708,5.98086,4.88475,3.51709,2.03543,1.12417,0.684919,0.422764,0.256111,2.28178
5453.2222,8.53645,8.11469,7.43806,6.72409,5.99617,4.90728,3.53945,2.04311,1.13968,0.692946,0.421187,0.266382,2.2942
5453.7046,8.55403,8.13425,7.45057,6.7403,6.01312,4.92732,3.55881,2.05073,1.14914,0.695521,0.422858,0.272216,2.30151
5454.1865,8.57265,8.15025,7.46507,6.7549,6.02879,4.94152,3.574,2.06002,1.15091,0.693331,0.427839,0.272679,2.30542
5454.6685,8.59299,8.16219,7.48264,6.76788,6.04172,4.94949,3.5863,2.07277,1.14774,0.687826,0.435713,0.268535,2.30943
5455.1509,8.61439,8.17229,7.50398,6.78054,6.05273,4.95419,3.59813,2.08939,1.14519,0.680838,0.446087,0.262116,2.31612
5455.6328,8.63578,8.18462,7.52908,6.79522,6.06459,4.96024,3.61121,2.10804,1.14844,0.674301,0.458517,0.256873,2.32529
5456.1152,8.65698,8.20318,7.55703,6.81425,6.08037,4.97097,3.62528,2.1251,1.15935,0.669837,0.471944,0.256297,2.33435
5456.5972,8.67902,8.22984,7.58641,6.83847,6.10149,4.98646,3.63835,2.137,1.17559,0.668394,0.484347,0.262362,2.34053
5457.0791,8.70322,8.26328,7.61585,6.8662,6.12658,5.00389,3.64809,2.14252,1.19248,0.670354,0.493288,0.274398,2.34325
5457.5615,8.72925,8.29899,7.64422,6.8936,6.15211,5.02021,3.65371,2.14388,1.2061,0.676114,0.497151,0.289345,2.34493
5458.0435,8.75408,8.33057,7.67016,6.9161,6.17412,5.03459,3.65684,2.14612,1.21566,0.686466,0.496135,0.303356,2.34972
5458.5254,8.77263,8.35175,7.69174,6.93051,6.19002,5.04899,3.66117,2.15518,1.22359,0.702047,0.492239,0.313652,2.36132
5459.0078,8.78047,8.35914,7.70688,6.93685,6.19964,5.0665,3.67081,2.17538,1.23379,0.721876,0.488213,0.319553,2.38077
5459.4897,8.77736,8.35496,7.71498,6.93909,6.2052,5.08883,3.68806,2.20704,1.24898,0.742073,0.486084,0.322208,2.40533
5459.9722,8.76918,8.34781,7.71843,6.94372,6.21036,5.11434,3.71161,2.24533,1.26852,0.756485,0.486151,0.323308,2.42905
5460.4541,8.76584,8.34918,7.72239,6.95616,6.21844,5.1386,3.73678,2.28186,1.28835,0.75999,0.487246,0.323716,2.44568
5460.936,8.77529,8.36676,7.73173,6.97715,6.23103,5.15708,3.75835,2.30901,1.30353,0.752377,0.488143,0.323232,2.45237
5461.4185,8.79833,8.3995,7.74769,7.00248,6.24774,5.16809,3.77392,2.32406,1.31157,0.739243,0.488835,0.321696,2.45144
5461.9004,8.82859,8.43864,7.76711,7.02623,6.26728,5.17355,3.78521,2.33014,1.31398,0.728972,0.490479,0.320224,2.44893
5462.3823,8.85694,8.47322,7.78481,7.04502,6.28835,5.17773,3.79639,2.33396,1.31513,0.728291,0.494243,0.32124,2.45126
5462.8647,8.87697,8.49634,7.7974,7.06012,6.30996,5.18527,3.81122,2.34213,1.31975,0.739195,0.500172,0.327047,2.46201
5463.3467,8.88825,8.50861,7.80591,7.07642,6.33115,5.1992,3.8306,2.3577,1.33011,0.758547,0.507022,0.337821,2.48013
5463.8291,8.8959,8.51702,7.81536,7.09874,6.3507,5.21974,3.85204,2.3786,1.34459,0.780432,0.513271,0.350595,2.50051
5464.311,8.90653,8.52941,7.83118,7.12792,6.36745,5.24415,3.87152,2.39903,1.35856,0.799827,0.518517,0.360463,2.51697
5464.793,8.9236,8.54867,7.85518,7.15986,6.38082,5.26807,3.8862,2.41318,1.36745,0.81498,0.52398,0.363442,2.52583
5465.2754,8.94582,8.57098,7.8841,7.18814,6.39128,5.28748,3.89598,2.41874,1.36964,0.826948,0.53158,0.358844,2.52744
5465.7573,8.9688,8.58898,7.91184,7.20803,6.40019,5.30038,3.90311,2.41806,1.36767,0.837332,0.542345,0.349536,2.52516
5466.2393,8.98824,8.59715,7.93325,7.21904,6.40927,5.30756,3.91063,2.41684,1.36701,0.846448,0.555344,0.3402,2.52282
5466.7217,9.00213,8.59562,7.94717,7.22476,6.41997,5.31223,3.92099,2.42106,1.37333,0.853251,0.56787,0.334777,2.52263
5467.2036,9.01115,8.59029,7.95685,7.23048,6.4331,5.3186,3.93546,2.43406,1.38943,0.85667,0.576812,0.334598,2.52462
5467.686,9.01757,8.58909,7.96766,7.24015,6.44885,5.32987,3.95418,2.45503,1.4137,0.856978,0.58034,0.338304,2.52763
5468.168,9.02392,8.59727,7.98358,7.25476,6.46696,5.34668,3.97636,2.48007,1.44109,0.855899,0.578797,0.343502,2.53096
5468.6499,9.03209,8.61483,8.00511,7.27273,6.48681,5.36712,4.00031,2.5048,1.4659,0.855495,0.574356,0.34874,2.53525
5469.1323,9.04312,8.6376,8.02953,7.29155,6.50731,5.38808,4.02362,2.52679,1.48456,0.856953,0.569959,0.354278,2.54209
5469.6143,9.05712,8.66044,8.05312,7.30918,6.52683,5.40706,4.04376,2.5462,1.49666,0.860267,0.568302,0.361276,2.55277
5470.0962,9.07345,8.68042,8.07346,7.32483,6.54386,5.42339,4.05908,2.56466,1.50423,0.864785,0.571119,0.370332,2.56721
5470.5786,9.0913,8.69819,8.09082,7.33917,6.55794,5.43825,4.06959,2.58326,1.50997,0.869883,0.578644,0.380606,2.58373
5471.0605,9.1106,8.71712,8.10781,7.35425,6.57051,5.45368,4.07672,2.60119,1.51571,0.875159,0.589298,0.39017,2.59963
5471.543,9.13219,8.74074,8.12751,7.37261,6.58446,5.47124,4.08232,2.616,1.52197,0.880199,0.599968,0.397253,2.61238
5472.0249,9.15668,8.7698,8.15115,7.3958,6.60231,5.491,4.0877,2.62546,1.5286,0.884446,0.607218,0.401353,2.62082
5472.5068,9.18221,8.80055,8.17656,7.4228,6.62416,5.51161,4.09358,2.62965,1.53575,0.887555,0.60905,0.403406,2.62594
5472.9893,9.20306,8.82542,8.19848,7.44956,6.64677,5.53105,4.10095,2.6319,1.5443,0.89003,0.606279,0.405011,2.63071
5473.4712,9.21086,8.83606,8.21075,7.47034,6.66472,5.54776,4.1118,2.63779,1.55556,0.893562,0.602615,0.407409,2.63897
5473.9531,9.19898,8.82789,8.20997,7.48077,6.6733,5.56138,4.12869,2.6525,1.57021,0.900555,0.603106,0.410856,2.65364
5474.4355,9.16845,8.80446,8.19868,7.48119,6.67218,5.57295,4.15277,2.67759,1.58753,0.912816,0.611273,0.414674,2.67461
5474.9175,9.13075,8.77773,8.18565,7.47792,6.66697,5.58424,4.1817,2.70926,1.6053,0.930131,0.626493,0.417853,2.69795
5475.3999,9.10289,8.76218,8.18139,7.48011,6.6667,5.59649,4.20981,2.74014,1.62105,0.950045,0.643992,0.419724,2.7178
5475.8818,9.09718,8.766,8.19163,7.49388,6.67836,5.6097,4.23124,2.7639,1.63352,0.969353,0.658099,0.420218,2.72996
5476.3638,9.11433,8.787,8.21451,7.51875,6.70304,5.6229,4.24351,2.77866,1.64317,0.986026,0.66605,0.419639,2.73419
5476.8462,9.14501,8.81587,8.24328,7.54868,6.73648,5.63519,4.24861,2.78695,1.65142,0.999921,0.669213,0.418402,2.73355
5477.3281,9.17664,8.84288,8.27114,7.57583,6.77219,5.64652,4.25132,2.79305,1.65956,1.01209,0.671511,0.417049,2.73198
5477.8101,9.19979,8.86302,8.29476,7.59425,6.80462,5.65779,4.25663,2.80054,1.66818,1.02355,0.67674,0.416395,2.73221
5478.2925,9.21121,8.87751,8.31467,7.60224,6.8308,5.67019,4.26755,2.81109,1.67717,1.03444,0.686442,0.417472,2.73502
5478.7744,9.2131,8.89126,8.33317,7.60266,6.85042,5.68445,4.28427,2.82469,1.68619,1.0439,0.699271,0.421125,2.7399
5479.2568,9.21008,8.90833,8.35141,7.60154,6.8648,5.70036,4.30491,2.84064,1.69518,1.05076,0.712059,0.42749,2.74629
5479.7388,9.20603,8.92851,8.36814,7.60538,6.87562,5.7171,4.32713,2.85823,1.70464,1.05449,0.721771,0.435829,2.75438
5480.2207,9.20305,8.94725,8.38094,7.61848,6.88419,5.73396,4.34938,2.87672,1.71543,1.05581,0.727018,0.444938,2.76472
5480.7031,9.20209,8.95887,8.38874,7.64147,6.89142,5.75068,4.37096,2.8949,1.72835,1.05657,0.728357,0.453828,2.77731
5481.1851,9.20368,8.96023,8.39321,7.67134,6.89807,5.76718,4.39137,2.91105,1.74361,1.05894,0.727599,0.462184,2.79096
5481.667,9.20775,8.95254,8.39795,7.70283,6.90467,5.78293,4.40967,2.92372,1.76042,1.06434,0.726822,0.470213,2.8037
5482.1494,9.21299,8.94046,8.40616,7.73083,6.91152,5.79688,4.42459,2.93281,1.77691,1.07274,0.727621,0.478017,2.81375
5482.6313,9.2171,8.92933,8.41859,7.75241,6.91867,5.80805,4.4352,2.94009,1.79069,1.08262,0.730779,0.485001,2.82036
5483.1138,9.21811,8.92271,8.43332,7.76746,6.92638,5.8166,4.44174,2.94852,1.79987,1.09179,0.736251,0.489873,2.82388
5483.5957,9.21593,8.92138,8.44721,7.77771,6.93544,5.82438,4.44594,2.96079,1.80415,1.09861,0.743307,0.491368,2.82534
5484.0776,9.21253,8.92405,8.45776,7.78494,6.94704,5.8341,4.4505,2.97795,1.80534,1.10281,0.750743,0.489254,2.82597
5484.5601,9.21055,8.92876,8.46397,7.78979,6.96215,5.84771,4.458,2.99886,1.80671,1.10554,0.757144,0.484904,2.82692
5485.042,9.21121,8.93399,8.46613,7.79219,6.98082,5.86499,4.46975,3.02076,1.81134,1.1087,0.761248,0.480949,2.8291
5485.5239,9.21334,8.93882,8.46499,7.79261,7.00192,5.88346,4.48517,3.04058,1.82051,1.11386,0.762391,0.480155,2.83294
5486.0063,9.21405,8.94225,8.46122,7.79294,7.0235,5.89995,4.50218,3.05628,1.83309,1.12163,0.760958,0.484194,2.83832
5486.4883,9.21047,8.94259,8.45538,7.79595,7.04356,5.91254,4.51836,3.06777,1.84659,1.13168,0.758593,0.493012,2.84475
5486.9707,9.20126,8.93751,8.44825,7.80349,7.06077,5.92179,4.53229,3.07692,1.85909,1.14311,0.757857,0.505075,2.85208
5487.4526,9.18701,8.9252,8.44099,7.81499,7.07487,5.93032,4.54436,3.0867,1.87074,1.15497,0.76114,0.518171,2.861
5487.9346,9.16994,8.90622,8.43533,7.82772,7.08685,5.94117,4.55639,3.09963,1.88353,1.16634,0.76918,0.530203,2.87267
5488.417,9.15334,8.88462,8.43339,7.83867,7.09875,5.9562,4.57035,3.11625,1.89939,1.17635,0.780135,0.539592,2.88743
5488.8989,9.14084,8.86707,8.43714,7.84665,7.11298,5.97524,4.58695,3.13461,1.91823,1.18426,0.790184,0.545332,2.9034
5489.3809,9.13506,8.85967,8.44725,7.85273,7.13115,5.99645,4.60496,3.15127,1.93748,1.18985,0.795764,0.546986,2.91668
5489.8633,9.13589,8.86406,8.46185,7.85866,7.15277,6.01714,4.6218,3.16333,1.95386,1.19375,0.7961,0.544797,2.92341
5490.3452,9.13914,8.87562,8.47602,7.86482,7.1746,6.03457,4.63485,3.17029,1.96565,1.19738,0.794225,0.539855,2.92249
5490.8276,9.13708,8.88479,8.48292,7.86949,7.19131,6.04655,4.64278,3.1746,1.97391,1.20244,0.79562,0.534119,2.91704
5491.3096,9.12152,8.88155,8.4766,7.87019,7.19764,6.05216,4.64634,3.18066,1.98141,1.21012,0.805111,0.53015,2.91355
5491.7915,9.08852,8.86107,8.45573,7.86609,7.19152,6.05255,4.64834,3.19269,1.99046,1.22049,0.823626,0.530502,2.91868
5492.2739,9.04215,8.82742,8.42579,7.85971,7.17641,6.05117,4.65274,3.21252,2.00098,1.23235,0.846917,0.536808,2.93542
5492.7559,8.99395,8.79224,8.39731,7.8561,7.16076,6.05267,4.66305,3.2386,2.01095,1.24383,0.867624,0.548898,2.96094
5493.2378,8.95683,8.76789,8.38021,7.85972,7.15387,6.06066,4.68071,3.26698,2.01887,1.2533,0.879739,0.56452,2.98822
5493.7202,8.93786,8.75976,8.37803,7.87164,7.16088,6.07599,4.70448,3.29371,2.026,1.25999,0.88206,0.579971,3.01025
5494.2021,8.93508,8.76358,8.38678,7.88907,7.18038,6.09674,4.73115,3.31652,2.03614,1.26397,0.87807,0.591423,3.02346
5494.6846,8.93996,8.76889,8.39836,7.90738,7.20591,6.11985,4.75686,3.33504,2.05286,1.26571,0.873025,0.596392,3.02843
5495.1665,8.94239,8.76529,8.4056,7.92244,7.22956,6.14272,4.7783,3.34984,2.07664,1.26592,0.870891,0.594916,3.02816
5495.6484,8.93479,8.74768,8.40554,7.932,7.24532,6.1639,4.79357,3.36131,2.10388,1.26549,0.872988,0.589973,3.02601
5496.1309,8.91396,8.71786,8.39954,7.93558,7.251,6.18283,4.80268,3.36932,2.12887,1.26567,0.878554,0.586572,3.02438
5496.6128,8.88071,8.68243,8.39083,7.93362,7.24799,6.19913,4.80745,3.37347,2.14722,1.26803,0.886233,0.589466,3.02434
5497.0947,8.83868,8.64844,8.3817,7.92675,7.23988,6.21224,4.81087,3.37402,2.15848,1.27408,0.895196,0.600484,3.02608
5497.5771,8.79319,8.61989,8.37219,7.9156,7.23066,6.22167,4.81603,3.37257,2.16585,1.28479,0.905169,0.617199,3.02943
5498.0591,8.75016,8.59668,8.361,7.90124,7.2237,6.22754,4.82493,3.37229,2.17337,1.30016,0.915717,0.634031,3.03425
5498.5415,8.71459,8.57613,8.34722,7.88526,7.22145,6.23072,4.83785,3.37706,2.18294,1.31911,0.925764,0.645334,3.04064
5499.0234,8.68884,8.55536,8.33109,7.86946,7.22532,6.23258,4.85357,3.38981,2.19342,1.33978,0.933956,0.64853,3.04894
5499.5054,8.67156,8.53287,8.31351,7.85506,7.2355,6.23436,4.87029,3.41079,2.20226,1.35999,0.93962,0.645259,3.05945
5499.9878,8.65843,8.50868,8.29498,7.84237,7.25066,6.23693,4.88691,3.43689,2.20813,1.37782,0.943432,0.639933,3.07182
5500.4697,8.6444,8.48345,8.2753,7.83101,7.26801,6.24072,4.90355,3.46279,2.21218,1.39194,0.947202,0.636947,3.08465
5500.9517,8.62574,8.45756,8.25424,7.82053,7.28371,6.24578,4.92112,3.48344,2.21725,1.40186,0.952854,0.638539,3.09568
5501.4341,8.60063,8.43076,8.23222,7.81081,7.29388,6.2517,4.94017,3.49665,2.2258,1.40802,0.961278,0.644406,3.10302
5501.916,8.56833,8.40233,8.21026,7.802,7.29578,6.25769,4.95993,3.50427,2.23838,1.41162,0.971736,0.65275,3.1066
5502.3984,8.52838,8.37182,8.18918,7.79417,7.28891,6.26312,4.97817,3.51087,2.2534,1.41433,0.982147,0.66163,3.10896
5502.8804,8.48103,8.33978,8.16892,7.78715,7.27559,6.2683,4.99232,3.52069,2.26832,1.41756,0.990146,0.669685,3.11412
5503.3623,8.42852,8.30785,8.14886,7.78075,7.26044,6.275,5.00092,3.53483,2.28108,1.4219,0.994372,0.676123,3.12509
5503.8447,8.37559,8.278,8.1288,7.77496,7.24862,6.28561,5.00448,3.55073,2.29105,1.42685,0.995306,0.680498,3.1414
5504.3267,8.32758,8.25088,8.10948,7.76979,7.24364,6.30138,5.00521,3.56444,2.29902,1.43147,0.995183,0.68275,3.15874
5504.8086,8.28715,8.22456,8.09174,7.76462,7.24555,6.32068,5.00578,3.57384,2.30679,1.43537,0.997003,0.683397,3.17117
5505.291,8.25185,8.1945,8.07501,7.75762,7.25081,6.33888,5.00825,3.58041,2.31638,1.43955,1.00319,0.683449,3.17452
5505.7729,8.21495,8.15557,8.05642,7.74587,7.25384,6.35022,5.01353,3.58817,2.32931,1.44641,1.0145,0.683904,3.16885
5506.2554,8.1693,8.10496,8.03182,7.72668,7.24954,6.35071,5.02143,3.6007,2.34584,1.45855,1.02978,0.685187,3.15848
5506.7373,8.11196,8.04447,7.99827,7.69927,7.23569,6.34062,5.03106,3.61844,2.36456,1.47708,1.04645,0.687117,3.14959
5507.2192,8.04618,7.98024,7.95633,7.66591,7.21391,6.32461,5.04116,3.63829,2.38271,1.50044,1.06169,0.689571,3.14683
5507.7017,7.97914,7.91965,7.91008,7.63132,7.18894,6.30941,5.05055,3.65596,2.3976,1.52477,1.07356,0.693238,3.15116
5508.1836,7.9171,7.86738,7.86467,7.60044,7.16641,6.30045,5.05863,3.66908,2.40819,1.5459,1.08145,0.699605,3.16008
5508.6655,7.8618,7.82341,7.82335,7.57608,7.15075,6.2996,5.06586,3.67859,2.41583,1.56141,1.08586,0.709894,3.1697
5509.1479,7.81057,7.78414,7.78603,7.558,7.14395,6.30512,5.07358,3.68749,2.42347,1.57155,1.08781,0.723722,3.17713
5509.6299,7.75924,7.74523,7.75038,7.54358,7.14524,6.31329,5.08326,3.69822,2.43403,1.5783,1.08835,0.738596,3.18157
5510.1123,7.70544,7.70386,7.71389,7.52947,7.15151,6.32038,5.09537,3.71095,2.44888,1.58369,1.08846,0.750786,3.18418
5510.5942,7.64965,7.65927,7.67544,7.51302,7.15822,6.32402,5.10885,3.72376,2.4673,1.58848,1.08901,0.757118,3.18726
5511.0762,7.59421,7.61172,7.63537,7.49287,7.16082,6.32397,5.12166,3.73441,2.4871,1.59213,1.09086,0.756572,3.19325
5511.5586,7.54108,7.56141,7.59451,7.46876,7.15633,6.322,5.13217,3.74201,2.50574,1.594,1.0948,0.750677,3.20386
5512.0405,7.49037,7.50825,7.55325,7.44108,7.14428,6.3212,5.14044,3.7474,2.52128,1.59463,1.10153,0.742596,3.21924
5512.5225,7.44025,7.45232,7.51125,7.41048,7.12641,6.32445,5.1483,3.75203,2.53266,1.59618,1.11159,0.735732,3.23769
5513.0049,7.38797,7.39415,7.46784,7.37773,7.10533,6.33274,5.15794,3.7567,2.5397,1.60149,1.1251,0.732831,3.25599
5513.4868,7.33098,7.3343,7.4223,7.34361,7.08302,6.34403,5.17019,3.7612,2.54304,1.61259,1.14142,0.735867,3.27076
5513.9692,7.26775,7.27261,7.37388,7.30853,7.06028,6.35358,5.18365,3.76521,2.54434,1.62952,1.15887,0.746165,3.28003
5514.4512,7.19816,7.20824,7.32184,7.27227,7.03722,6.35585,5.19548,3.76966,2.54646,1.65032,1.17485,0.764081,3.28418
5514.9331,7.12353,7.14064,7.26581,7.23405,7.01409,6.34723,5.20327,3.77709,2.5528,1.67197,1.18671,0.788199,3.28552
5515.4155,7.04635,7.07071,7.20637,7.19308,6.99152,6.3281,5.20663,3.79059,2.56606,1.69173,1.19283,0.81482,3.28669
5515.8975,6.96963,7.00107,7.14544,7.14935,6.97015,6.30285,5.20737,3.81183,2.58673,1.70789,1.19365,0.838666,3.28892
5516.3794,6.89609,6.93477,7.08578,7.10409,6.94995,6.27778,5.20821,3.8395,2.61233,1.71996,1.1916,0.854851,3.29134
5516.8618,6.82745,6.87349,7.0299,7.05952,6.93025,6.25797,5.21088,3.86939,2.63827,1.72815,1.19011,0.861027,3.29202
5517.3438,6.7643,6.81669,6.97893,7.018,6.91044,6.24518,5.21516,3.89607,2.65978,1.73297,1.19213,0.858238,3.28983
5517.8262,6.70621,6.76221,6.93223,6.98109,6.89062,6.23774,5.21932,3.9153,2.67412,1.73513,1.19898,0.849931,3.2859
5518.3081,6.65193,6.7076,6.88773,6.94891,6.8714,6.23235,5.22144,3.92571,2.68169,1.73577,1.21014,0.839899,3.28343
5518.79,6.59946,6.65105,6.84271,6.92004,6.85302,6.22619,5.22068,3.92904,2.68555,1.7366,1.22378,0.830673,3.28602
5519.2725,6.54612,6.59125,6.79455,6.89183,6.83456,6.21828,5.21757,3.92898,2.68967,1.7397,1.23774,0.823336,3.29539
5519.7544,6.48893,6.52689,6.74136,6.86106,6.8141,6.20923,5.21354,3.92928,2.69691,1.74685,1.25024,0.818565,3.30994
5520.2363,6.42536,6.45687,6.68251,6.82477,6.7898,6.19997,5.21009,3.93219,2.70779,1.75878,1.26029,0.817702,3.32507
5520.7188,6.35417,6.38129,6.61901,6.78111,6.76104,6.19042,5.20819,3.93785,2.72068,1.77475,1.26767,0.822734,3.33548
5521.2007,6.27582,6.30238,6.55325,6.73002,6.72875,6.17918,5.20821,3.94493,2.73303,1.79272,1.27269,0.835002,3.33817
5521.6831,6.19234,6.22406,6.48798,6.6734,6.69464,6.16435,5.21,3.95188,2.74307,1.81029,1.27597,0.8537,3.33448
5522.165,6.10679,6.14998,6.42493,6.61458,6.66026,6.14513,5.21292,3.95799,2.75074,1.82564,1.27825,0.875516,3.32954
5522.647,6.02265,6.08125,6.36399,6.55715,6.62646,6.12286,5.21568,3.96378,2.75755,1.83817,1.28037,0.895907,3.32931
5523.1294,5.94336,6.01583,6.30353,6.50371,6.59368,6.10082,5.2165,3.97044,2.7656,1.84823,1.28331,0.911193,3.33692
5523.6113,5.87159,5.94999,6.24187,6.455,6.56213,6.08282,5.2136,3.97903,2.77637,1.85647,1.28801,0.92004,3.35065
5524.0933,5.80848,5.88094,6.17858,6.40973,6.53176,6.07122,5.20626,3.98984,2.79004,1.86321,1.29508,0.923473,3.36489
5524.5757,5.75276,5.80864,6.11471,6.36523,6.50178,6.0655,5.19557,4.00219,2.8056,1.86834,1.30436,0.923642,3.37343
5525.0576,5.70079,5.73565,6.05168,6.31848,6.47072,6.06203,5.18435,4.01462,2.82146,1.87182,1.3147,0.922372,3.37305
5525.54,5.6476,5.66525,5.9897,6.26724,6.43715,6.05543,5.17607,4.02521,2.83621,1.87427,1.32433,0.9205,3.36501
5526.022,5.58881,5.59939,5.92711,6.21089,6.40081,6.04076,5.17314,4.03216,2.84909,1.87724,1.33163,0.918245,3.35377
5526.5039,5.52226,5.53771,5.86128,6.15061,6.36289,6.01572,5.17574,4.03449,2.85998,1.88285,1.33601,0.916037,3.3442
5526.9863,5.44872,5.4781,5.79053,6.08905,6.32523,5.98175,5.18171,4.0327,2.86905,1.89301,1.33829,0.914954,3.33934
5527.4683,5.37122,5.41816,5.7157,6.0295,6.2889,5.94348,5.18753,4.02898,2.87646,1.90869,1.34024,0.916341,3.3401
5527.9502,5.29369,5.35652,5.64024,5.97478,6.25333,5.90684,5.18994,4.02641,2.88235,1.92944,1.34367,0.920908,3.34641
5528.4326,5.21969,5.29322,5.56857,5.92615,6.21684,5.87646,5.18708,4.02751,2.88716,1.95347,1.34967,0.928083,3.35828
5528.9146,5.15156,5.22929,5.50384,5.88259,6.17811,5.8538,5.1787,4.03284,2.892,1.97801,1.3584,0.936219,3.37566
5529.397,5.09014,5.16569,5.44635,5.84075,6.13746,5.83672,5.16576,4.04084,2.89856,2.00005,1.3695,0.943594,3.39723
5529.8789,5.03448,5.10247,5.39366,5.79598,6.0968,5.82077,5.14958,4.04906,2.90846,2.01722,1.38242,0.949533,3.41978
