Wavenumber (cm-1),Int deg2 (arb),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb),Int deg18 (arb),Int deg20 (arb),Int deg22 (arb),Int deg24 (arb),Int deg26 (arb),Int deg28 (arb),Int deg30 (arb)
1508.0612,0.040081,0.0308578,0.0178439,0.0266211,0.0281172,0.0351606,0.0361729,0.0211652,0.022082,0.016748,0.0164029,0.0253327,0.00088875,0.00914958,-1.17549e-38
1508.5432,0.0420718,0.0340712,0.0177402,0.0251522,0.0289162,0.0373433,0.0349599,0.026365,0.0206327,0.0162439,0.017709,0.0239666,0.00344519,0.00993379,-1.17549e-38
1509.0254,0.0407554,0.0363106,0.0188456,0.0244059,0.0301033,0.0390608,0.0344498,0.0307475,0.0206132,0.0170587,0.0196829,0.0221372,0.00607028,0.0106737,-1.17549e-38
1509.5074,0.0371522,0.037457,0.0206469,0.0247125,0.0316989,0.0396417,0.0346102,0.0340124,0.0221133,0.0190211,0.0211788,0.0201624,0.00849248,0.0108369,-1.17549e-38
1509.9896,0.0326917,0.0378312,0.0227667,0.026185,0.0336523,0.0386299,0.0349778,0.036159,0.0245979,0.0216575,0.0217249,0.018248,0.0109221,0.0100932,0.000964494
1510.4717,0.028724,0.0378907,0.0248387,0.0286504,0.0356668,0.0360291,0.0349635,0.037345,0.0272285,0.0241195,0.0215168,0.0166488,0.0135591,0.00853667,0.00304994
1510.9539,0.026112,0.0378977,0.0265157,0.0316456,0.0371161,0.0323908,0.0341353,0.0378003,0.029268,0.0254138,0.0210717,0.0158161,0.0162155,0.00674467,0.00555219
1511.4359,0.0250663,0.0376872,0.0275937,0.034502,0.0371834,0.0286541,0.0324291,0.0377867,0.0303729,0.0249224,0.0208287,0.0163094,0.0182555,0.00558081,0.00781201
1511.9181,0.0252761,0.0366974,0.0281399,0.0365859,0.0352685,0.0257322,0.0302218,0.0375595,0.0306371,0.0229605,0.0209459,0.0183999,0.0189438,0.00576851,0.00921903
1512.4001,0.0262538,0.0343525,0.0284708,0.0376563,0.0314872,0.0240278,0.0281728,0.0372959,0.0303724,0.0208674,0.0213644,0.0216214,0.0180326,0.00744616,0.00956434
1512.8823,0.0276723,0.0306041,0.0289324,0.0380647,0.0268437,0.0232572,0.02684,0.0370222,0.0297896,0.0202851,0.0219913,0.0247635,0.0160977,0.010058,0.00913719
1513.3644,0.0294438,0.0261674,0.0296562,0.0385112,0.022807,0.0228012,0.0263338,0.0366338,0.0288614,0.0220596,0.0227662,0.0264855,0.014234,0.0127096,0.00845828
1513.8466,0.0315399,0.022219,0.0305167,0.0394937,0.0205924,0.0222715,0.026301,0.0360242,0.0274607,0.0257147,0.0235615,0.0260509,0.0133645,0.0146393,0.00788958
1514.3286,0.0338014,0.0198456,0.0312899,0.0409011,0.0206864,0.0218024,0.0262258,0.0352243,0.0255873,0.0298319,0.0241027,0.0235891,0.0137858,0.0153857,0.00745223
1514.8108,0.0359274,0.0196493,0.0318241,0.0420074,0.0227842,0.0219401,0.0257976,0.0344434,0.0234683,0.0328338,0.0240703,0.0198397,0.0152104,0.0146403,0.00692669
1515.2928,0.0376246,0.0216271,0.0320855,0.0418103,0.0259599,0.0233287,0.0251434,0.0339803,0.0215043,0.0336144,0.0233699,0.0157234,0.0171059,0.0120898,0.00610028
1515.775,0.0387879,0.0252186,0.0320891,0.0395923,0.0289183,0.0263593,0.0248148,0.0340189,0.0201312,0.0318719,0.0224185,0.0120109,0.0190379,0.00755156,0.00502051
1516.2571,0.0395623,0.0294398,0.0318251,0.0355618,0.030402,0.0308169,0.0254136,0.0343781,0.0196432,0.0282163,0.0221637,0.00917222,0.0208254,0.00150301,0.00411952
1516.7393,0.0401522,0.0331692,0.0313255,0.0311166,0.0298487,0.0356768,0.0268842,0.0344568,0.0200127,0.0239725,0.0234964,0.00738404,0.0224206,-1.17549e-38,0.00400835
1517.2213,0.0404627,0.0356271,0.0308628,0.0280419,0.0278737,0.039448,0.0281325,0.0336645,0.0208486,0.0205035,0.0262834,0.00663982,0.0236408,-1.17549e-38,0.00492152
1517.7035,0.0400026,0.0366929,0.0309951,0.0270638,0.025813,0.0410249,0.0277587,0.0320495,0.021636,0.0184377,0.0291919,0.00686419,0.0241105,-1.17549e-38,0.00637767
1518.1855,0.0382392,0.0367028,0.0322956,0.0274503,0.0246751,0.0401525,0.0252449,0.0303593,0.0220535,0.0176103,0.0307284,0.00794677,0.023514,-1.17549e-38,0.00753653
1518.6677,0.0349726,0.0360445,0.0350502,0.0279212,0.024697,0.0371123,0.0212804,0.0295374,0.0220707,0.0176196,0.030195,0.00971215,0.0217986,-1.17549e-38,0.00775276
1519.1498,0.0304642,0.0350035,0.0391259,0.0275239,0.0256369,0.032297,0.0173334,0.0302888,0.0218872,0.0182535,0.0277695,0.0118777,0.0191473,0.0044331,0.00674228
1519.632,0.0255105,0.0338386,0.043875,0.0258924,0.0271399,0.0261913,0.0152056,0.0328559,0.0219027,0.0195586,0.0242166,0.0140026,0.0158981,0.00805889,0.00447167
1520.114,0.0215863,0.0328684,0.0479873,0.0232525,0.0288561,0.0197271,0.0165843,0.0367289,0.0227019,0.0217177,0.0207145,0.0154514,0.0125574,0.0098501,0.00109177
1520.5962,0.0206696,0.0323928,0.0496053,0.0204591,0.0303881,0.0146441,0.0220433,0.0402762,0.0248158,0.0247848,0.0186585,0.0155305,0.00986352,0.00945688,-1.17549e-38
1521.0782,0.0239355,0.0323907,0.0473988,0.0188123,0.0313143,0.0129688,0.0296136,0.0411211,0.0280719,0.0282878,0.0189368,0.0140187,0.00861228,0.00729631,-1.17549e-38
1521.5604,0.0299069,0.0323511,0.0421719,0.0191977,0.0314796,0.0151572,0.0352467,0.0381014,0.0311978,0.0311445,0.020922,0.011697,0.00904946,0.00464487,-1.17549e-38
1522.0425,0.0351603,0.0317547,0.0364189,0.0213022,0.0312009,0.0192042,0.0363911,0.0327246,0.0327792,0.0323535,0.0228176,0.00981963,0.0105315,0.0027726,-1.17549e-38
1522.5247,0.0374231,0.0306542,0.0318433,0.0241457,0.0309401,0.0225659,0.0339868,0.0275453,0.032512,0.0316395,0.023311,0.0089869,0.0121079,0.00208992,-1.17549e-38
1523.0067,0.0367478,0.0295734,0.0284566,0.0270474,0.0308824,0.0240236,0.0304728,0.0239869,0.03107,0.0292849,0.0222353,0.00895517,0.0131568,0.00238217,-1.17549e-38
1523.4889,0.034447,0.0291168,0.0256364,0.0298472,0.0308626,0.0236414,0.0276184,0.0221023,0.0293304,0.0257765,0.0200491,0.0091468,0.0134376,0.00338007,-1.17549e-38
1523.9709,0.0320285,0.0297317,0.0232346,0.0326604,0.0304985,0.0221053,0.0260435,0.0212936,0.0279679,0.0217608,0.0173518,0.00902278,0.0129523,0.0049529,-1.17549e-38
1524.4531,0.0306726,0.0315508,0.0220088,0.0356083,0.0294013,0.020348,0.0255683,0.0209175,0.0273766,0.0181222,0.0147492,0.00825037,0.011914,0.00700379,-1.17549e-38
1524.9352,0.0308668,0.0342142,0.0232869,0.0385925,0.0274676,0.0193257,0.0257086,0.0206278,0.0276589,0.0158458,0.012812,0.00685779,0.0107513,0.00928965,0.000141133
1525.4174,0.0321572,0.0368286,0.0278599,0.0411649,0.0251207,0.0196639,0.0261348,0.0204641,0.0286182,0.0155203,0.0119239,0.00535644,0.00995035,0.0113513,0.000343126
1525.8994,0.0334048,0.038321,0.0348461,0.0426512,0.0231898,0.0212692,0.0268935,0.0206342,0.0298284,0.0168364,0.0120882,0.00460714,0.00972697,0.0126845,0.000768857
1526.3816,0.0335978,0.0380588,0.0418195,0.0425346,0.0223782,0.0233423,0.0282198,0.0211663,0.0308041,0.0187168,0.0129467,0.00537587,0.00985072,0.0130393,0.00203303
1526.8636,0.0325354,0.036219,0.0462698,0.0408079,0.0227947,0.0248827,0.0301531,0.0218038,0.0311741,0.0200626,0.0140467,0.00789677,0.00988534,0.0125498,0.00408584
1527.3458,0.0308284,0.0336722,0.0470175,0.0380499,0.023934,0.025257,0.0323564,0.0222365,0.0307894,0.0204076,0.0150893,0.0117212,0.00964031,0.0116034,0.00614695
1527.8279,0.0293993,0.0315688,0.0446337,0.0352313,0.0250099,0.0244749,0.0342482,0.0223974,0.0297873,0.0200369,0.0159804,0.0158393,0.00943675,0.0106099,0.00715647
1528.3101,0.0289064,0.0308189,0.0408965,0.0333191,0.0253875,0.023134,0.0352876,0.0225499,0.0285849,0.0196598,0.0167477,0.0190211,0.0099667,0.00981912,0.00646346
1528.7921,0.0294058,0.0316269,0.0376833,0.0328052,0.0249204,0.0220919,0.0352183,0.0230857,0.0276993,0.0198948,0.017462,0.0203352,0.0117841,0.00925553,0.00435034
1529.2743,0.0304353,0.0333689,0.0359348,0.0334574,0.0240158,0.0220234,0.0341386,0.0241954,0.0274242,0.020872,0.0182292,0.0195968,0.0147674,0.00879638,0.00198154
1529.7563,0.0314409,0.0349668,0.0353677,0.0345309,0.0233829,0.0231358,0.0324045,0.0257,0.0276023,0.0221941,0.0192154,0.0174103,0.0180001,0.00833297,0.000746651
1530.2385,0.0321908,0.0355058,0.0350108,0.0352911,0.0236533,0.0251987,0.0305035,0.0271732,0.0277061,0.0232219,0.0206182,0.0147793,0.0201795,0.00788575,0.00149066
1530.7206,0.0328822,0.0346736,0.0339726,0.0354536,0.0251239,0.0277671,0.0289861,0.0282012,0.0271724,0.0234224,0.0225529,0.0126004,0.0202339,0.00759775,0.00414541
1531.2028,0.0339279,0.0328361,0.0318649,0.0352985,0.0277033,0.0303837,0.0284017,0.0285582,0.0257606,0.0225732,0.0249074,0.0113389,0.0177778,0.00764383,0.00785958
1531.6848,0.0355938,0.0308312,0.0287806,0.0354664,0.0309867,0.0326582,0.0291265,0.028207,0.0237452,0.0207971,0.0272649,0.0109606,0.0132648,0.00813698,0.0114122
1532.167,0.0376691,0.0296281,0.0250599,0.0365414,0.0343499,0.034267,0.0310352,0.0271852,0.0218579,0.0185001,0.0289807,0.0110582,0.00789081,0.00907657,0.0136842
1532.649,0.0393615,0.0299139,0.0211345,0.0385303,0.0370369,0.0349915,0.0331625,0.0255117,0.0209361,0.0162587,0.0294828,0.0111145,0.0032854,0.0103325,0.0140855
1533.1312,0.0396723,0.0316553,0.0175611,0.0405025,0.0383385,0.0348799,0.0338345,0.023243,0.0213098,0.0146277,0.0287367,0.0108664,0.000905548,0.0116532,0.0128466
